|                    Parameters |                      0 |                      1 |   2 |                     3 |   4 |   5 |   6 |                      7 |   8 |   9 |  10 |  11 |  12 |  13 |  14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |                      33 |                      34 |
|  dataset_N-bkg.spectral._norm |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm0 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm1 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm2 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm3 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm4 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.4258874437934968e-05 |   8.727338462435992e-07 | -2.4031796627758555e-08 |  1.2253197243530377e-06 |  1.0043797517863376e-07 |  3.9709276835359454e-07 |   3.357641355975461e-07 | -1.2029190016288204e-07 |    3.08369243182205e-08 |   -8.21474981876311e-08 | -2.3251163018034906e-07 |  -7.545272854989024e-08 |  -9.286562498268917e-08 | -1.5850263136133024e-07 |  -4.039073883490664e-08 |  2.0435467294721068e-08 | -1.3642754775213753e-08 |  1.8077692147590157e-08 |   6.448290259641714e-08 |  2.3743766742033147e-08 |
|  dataset_N-bkg.spectral.norm5 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   8.727338462435992e-07 |  1.4105888718831311e-05 |   1.964596610307704e-06 |  -6.650270206689986e-07 |  1.5952414185111858e-06 |    8.83491847068372e-08 |   1.657467813410825e-07 |   6.453002411062601e-07 | -2.0913771690505354e-07 |  -9.280360093761185e-08 |  1.2311955790289547e-07 | -2.3034868357443907e-07 |   -1.54680747494727e-07 | -1.3291289258097595e-08 |  -1.403909499063228e-07 |  -8.934033698541302e-08 |   6.181848537443122e-08 |   4.186428982492054e-08 |   -1.31631703214581e-08 |   2.388346491626335e-08 |
|  dataset_N-bkg.spectral.norm6 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.4031796627758555e-08 |   1.964596610307704e-06 |  1.5803706299711792e-05 |  4.4378391750614976e-06 | -1.8621159472470222e-06 |  2.2346003781275946e-06 |    5.06114940443622e-07 |  -4.096730756803923e-07 |  1.1249827746055087e-06 |  -4.694320984142887e-08 |  -3.632563297528026e-07 |  4.0494642455951765e-07 | -1.6252943923488482e-07 | -3.9565171245087293e-07 |   9.480908555732681e-08 |    9.61890453675844e-09 |  -2.028001232361738e-07 |  2.5539745314203924e-08 |  1.6251775791228015e-07 |  -3.951456648665236e-08 |
|  dataset_N-bkg.spectral.norm7 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.2253197243530377e-06 |  -6.650270206689986e-07 |  4.4378391750614976e-06 |    1.67273792116258e-05 |  6.0533257742216616e-06 | -2.7864373011584043e-06 |  2.5074556146900416e-06 |  1.5184677570746376e-06 |  -9.384333497570285e-07 |  1.2542905639703253e-06 |   5.096495462998953e-07 |  -6.347571948923351e-07 |   4.119812294550643e-07 |   1.305569221116254e-07 |  -5.642122546165492e-07 |    7.43893843723194e-09 |   2.618861825684154e-07 | -1.7414255552273373e-07 | -1.8639068870552468e-07 |  1.8692234392089725e-07 |
|  dataset_N-bkg.spectral.norm8 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.0043797517863376e-07 |  1.5952414185111858e-06 | -1.8621159472470222e-06 |  6.0533257742216616e-06 |   1.747215808358647e-05 |   6.814535015788465e-06 |  -3.208971361464755e-06 |   2.104147393765412e-06 |  2.1484841469159528e-06 | -1.0469219468568317e-06 |  1.0489828267658544e-06 |   9.316916758709549e-07 |  -7.267108595961537e-07 |    1.79582583724251e-07 |  4.2724366779339127e-07 | -4.7009090086982727e-07 |  -2.197409525170074e-07 |   3.252464264328746e-07 |   2.411043444381916e-08 | -3.0047065262802604e-07 |
|  dataset_N-bkg.spectral.norm9 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.9709276835359454e-07 |    8.83491847068372e-08 |  2.2346003781275946e-06 | -2.7864373011584043e-06 |   6.814535015788465e-06 |  2.1296224273145303e-05 |   9.339035554903798e-06 |  -3.898609021358889e-06 |  1.8422838193723883e-06 |  2.8249146410452298e-06 | -1.3693617411323237e-06 |   8.445253922374248e-07 |  1.3724618798323321e-06 |   -8.97250780292871e-07 | -1.1468769481763957e-07 |   7.773265740174216e-07 |  -2.844698153114723e-07 |  -4.894779979734939e-07 |   3.216449234080975e-07 |  2.7568396320638526e-07 |
| dataset_N-bkg.spectral.norm10 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   3.357641355975461e-07 |   1.657467813410825e-07 |    5.06114940443622e-07 |  2.5074556146900416e-06 |  -3.208971361464755e-06 |   9.339035554903798e-06 |   2.869914453429732e-05 |  1.3302014891199897e-05 | -5.5594287353412605e-06 |  1.7162707156300783e-06 |   4.160586401664631e-06 | -1.9313016843452267e-06 |   5.704863100359649e-07 |  2.2197399608756015e-06 | -1.0081279442185623e-06 |  -6.234000442929027e-07 |  1.1967023035543878e-06 |   4.991107203485208e-08 |  -9.834415678955485e-07 |   1.911193107861982e-07 |
| dataset_N-bkg.spectral.norm11 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.2029190016288204e-07 |   6.453002411062601e-07 |  -4.096730756803923e-07 |  1.5184677570746376e-06 |   2.104147393765412e-06 |  -3.898609021358889e-06 |  1.3302014891199897e-05 |   3.686751684244476e-05 |    1.73510491313078e-05 |  -7.127126666314782e-06 |  1.4101597887593552e-06 |   5.581772515677077e-06 | -2.4183954851709355e-06 |  -6.953370114600472e-08 |  3.1181261409242864e-06 |  -8.199679176352934e-07 | -1.4990104350764776e-06 |   1.275460102129294e-06 |   8.638361716433097e-07 | -1.2807447680538654e-06 |
| dataset_N-bkg.spectral.norm12 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    3.08369243182205e-08 | -2.0913771690505354e-07 |  1.1249827746055087e-06 |  -9.384333497570285e-07 |  2.1484841469159528e-06 |  1.8422838193723883e-06 | -5.5594287353412605e-06 |    1.73510491313078e-05 |   4.713579120203111e-05 |  2.2342694830740142e-05 |  -9.709711150462053e-06 |   6.960844335665172e-07 |   7.561423022393139e-06 |     -3.131298792215e-06 | -1.4193365705568032e-06 |  4.2105768766849426e-06 |  -8.028884868255424e-08 |  -2.545922272593086e-06 |   9.901064592785733e-07 |   1.876382849851227e-06 |
| dataset_N-bkg.spectral.norm13 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -8.21474981876311e-08 |  -9.280360093761185e-08 |  -4.694320984142887e-08 |  1.2542905639703253e-06 | -1.0469219468568317e-06 |  2.8249146410452298e-06 |  1.7162707156300783e-06 |  -7.127126666314782e-06 |  2.2342694830740142e-05 |    6.02313263970056e-05 |  2.9687584605740765e-05 |  -1.261585877669568e-05 |   -6.60674737454609e-07 |  1.0612953403913905e-05 | -3.2818751007790583e-06 |  -3.732958268930578e-06 |   5.134521324875263e-06 |  1.3817902577591846e-06 |  -4.174649399847853e-06 |   1.293632386567793e-07 |
| dataset_N-bkg.spectral.norm14 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.3251163018034906e-07 |  1.2311955790289547e-07 |  -3.632563297528026e-07 |   5.096495462998953e-07 |  1.0489828267658544e-06 | -1.3693617411323237e-06 |   4.160586401664631e-06 |  1.4101597887593552e-06 |  -9.709711150462053e-06 |  2.9687584605740765e-05 |   7.971637179095153e-05 |  4.0839275354297245e-05 |  -1.717537555282084e-05 | -3.6761052730715203e-06 |   1.488487649313619e-05 | -2.9981320426487037e-06 |  -7.919711350437632e-06 |   5.515186031114516e-06 |   5.064675215431533e-06 |  -5.679983907807741e-06 |
| dataset_N-bkg.spectral.norm15 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.545272854989024e-08 | -2.3034868357443907e-07 |  4.0494642455951765e-07 |  -6.347571948923351e-07 |   9.316916758709549e-07 |   8.445253922374248e-07 | -1.9313016843452267e-06 |   5.581772515677077e-06 |   6.960844335665172e-07 |  -1.261585877669568e-05 |  4.0839275354297245e-05 |  0.00010730726262566184 |   5.715410447014855e-05 | -2.3719400462798523e-05 |  -9.777410695719738e-06 |   2.072312692652632e-05 | -1.3735729866749357e-07 | -1.2925825568060726e-05 |   4.305660635128384e-06 |    9.56621198699452e-06 |
| dataset_N-bkg.spectral.norm16 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.286562498268917e-08 |   -1.54680747494727e-07 | -1.6252943923488482e-07 |   4.119812294550643e-07 |  -7.267108595961537e-07 |  1.3724618798323321e-06 |   5.704863100359649e-07 | -2.4183954851709355e-06 |   7.561423022393139e-06 |   -6.60674737454609e-07 |  -1.717537555282084e-05 |   5.715410447014855e-05 |  0.00015058036505091865 |   8.702086196746552e-05 |  -3.048295733639468e-05 | -2.1129960300816358e-05 |  2.8543142584104504e-05 |   5.867451220415861e-06 | -2.2801076875853638e-05 |  1.3868776939628582e-06 |
| dataset_N-bkg.spectral.norm17 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5850263136133024e-07 | -1.3291289258097595e-08 | -3.9565171245087293e-07 |   1.305569221116254e-07 |    1.79582583724251e-07 |   -8.97250780292871e-07 |  2.2197399608756015e-06 |  -6.953370114600472e-08 |     -3.131298792215e-06 |  1.0612953403913905e-05 | -3.6761052730715203e-06 | -2.3719400462798523e-05 |   8.702086196746552e-05 |   0.0002240793467708958 |  0.00013720257251710065 |    -4.2641107103015e-05 | -4.5212077545916154e-05 |   3.863083710102153e-05 |  2.4186887847979698e-05 | -3.6158436886534614e-05 |
| dataset_N-bkg.spectral.norm18 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.039073883490664e-08 |  -1.403909499063228e-07 |   9.480908555732681e-08 |  -5.642122546165492e-07 |  4.2724366779339127e-07 | -1.1468769481763957e-07 | -1.0081279442185623e-06 |  3.1181261409242864e-06 | -1.4193365705568032e-06 | -3.2818751007790583e-06 |   1.488487649313619e-05 |  -9.777410695719738e-06 |  -3.048295733639468e-05 |  0.00013720257251710065 |   0.0003362429992806966 |   0.0002161484470845544 |  -5.364711701646254e-05 |   -7.79391063819508e-05 |   5.330475356452475e-05 |  4.7998774380407126e-05 |
| dataset_N-bkg.spectral.norm19 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.0435467294721068e-08 |  -8.934033698541302e-08 |    9.61890453675844e-09 |    7.43893843723194e-09 | -4.7009090086982727e-07 |   7.773265740174216e-07 |  -6.234000442929027e-07 |  -8.199679176352934e-07 |  4.2105768766849426e-06 |  -3.732958268930578e-06 | -2.9981320426487037e-06 |   2.072312692652632e-05 | -2.1129960300816358e-05 |    -4.2641107103015e-05 |   0.0002161484470845544 |   0.0005264221866675123 |  0.00036945521501336907 |   -6.52445055690441e-05 |  -0.0001670651323743057 |   7.853565828007846e-05 |
| dataset_N-bkg.spectral.norm20 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.3642754775213753e-08 |   6.181848537443122e-08 |  -2.028001232361738e-07 |   2.618861825684154e-07 |  -2.197409525170074e-07 |  -2.844698153114723e-07 |  1.1967023035543878e-06 | -1.4990104350764776e-06 |  -8.028884868255424e-08 |   5.134521324875263e-06 |  -7.919711350437632e-06 | -1.3735729866749357e-07 |  2.8543142584104504e-05 | -4.5212077545916154e-05 |  -5.364711701646254e-05 |  0.00036945521501336907 |   0.0008504487480814668 |   0.0006190863962193072 |    -7.3280527813942e-05 | -0.00030961871696382983 |
| dataset_N-bkg.spectral.norm21 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.8077692147590157e-08 |   4.186428982492054e-08 |  2.5539745314203924e-08 | -1.7414255552273373e-07 |   3.252464264328746e-07 |  -4.894779979734939e-07 |   4.991107203485208e-08 |   1.275460102129294e-06 |  -2.545922272593086e-06 |  1.3817902577591846e-06 |   5.515186031114516e-06 | -1.2925825568060726e-05 |   5.867451220415861e-06 |   3.863083710102153e-05 |   -7.79391063819508e-05 |   -6.52445055690441e-05 |   0.0006190863962193072 |   0.0014607990918933272 |   0.0012111759252871703 |  -0.0001108445515776374 |
| dataset_N-bkg.spectral.norm22 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   6.448290259641714e-08 |   -1.31631703214581e-08 |  1.6251775791228015e-07 | -1.8639068870552468e-07 |   2.411043444381916e-08 |   3.216449234080975e-07 |  -9.834415678955485e-07 |   8.638361716433097e-07 |   9.901064592785733e-07 |  -4.174649399847853e-06 |   5.064675215431533e-06 |   4.305660635128384e-06 | -2.2801076875853638e-05 |  2.4186887847979698e-05 |   5.330475356452475e-05 |  -0.0001670651323743057 |    -7.3280527813942e-05 |   0.0012111759252871703 |   0.0028096687966158327 |    0.002694521147156958 |
| dataset_N-bkg.spectral.norm23 |                    0.0 |                    0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.3743766742033147e-08 |   2.388346491626335e-08 |  -3.951456648665236e-08 |  1.8692234392089725e-07 | -3.0047065262802604e-07 |  2.7568396320638526e-07 |   1.911193107861982e-07 | -1.2807447680538654e-06 |   1.876382849851227e-06 |   1.293632386567793e-07 |  -5.679983907807741e-06 |    9.56621198699452e-06 |  1.3868776939628582e-06 | -3.6158436886534614e-05 |  4.7998774380407126e-05 |   7.853565828007846e-05 | -0.00030961871696382983 |  -0.0001108445515776374 |    0.002694521147156958 |   0.0076696154096674045 |
