|                    Parameters |                       0 |                       1 |   2 |                      3 |   4 |   5 |   6 |                      7 |   8 |   9 |  10 |  11 |  12 |  13 |  14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |                      33 |                      34 |
|  dataset_N-bkg.spectral._norm |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm0 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm1 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm2 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm3 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm4 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.401352864415128e-05 |   8.417339225678075e-07 | -3.9967616426920085e-08 |  1.1945860182328647e-06 |   6.611739781210542e-08 |   3.601233343254524e-07 |  3.1604380311861526e-07 | -1.8594195598723096e-07 |  -6.653455721981205e-08 |  -2.937007967365806e-08 |  -1.813499068227719e-07 | -3.3025320341008354e-07 | -2.5795422462589734e-07 |   1.945866921822491e-07 |   2.716396873886268e-07 | -1.4218699646219844e-07 |  1.2746173763220198e-09 |   6.530237837119051e-07 |   6.731054509030446e-07 | -5.1990064174920455e-08 |
|  dataset_N-bkg.spectral.norm5 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   8.417339225678075e-07 |  1.3982160445566886e-05 |   1.923174764036827e-06 |  -6.855417104479573e-07 |  1.5580346943715093e-06 |    6.72674316428387e-08 |  1.5875079732520043e-07 |   5.908291940431904e-07 | -2.8160749941321425e-07 | -4.0082075668097246e-08 |  1.5629898242496882e-07 | -4.6912439210229697e-07 |   -3.12912162139816e-07 |  2.7908493130743604e-07 |  1.2077222503458797e-07 |  -2.306316202597401e-07 |   7.328438940442396e-08 |   5.776304702555966e-07 |   4.960272784885168e-07 | -4.5388802584484167e-08 |
|  dataset_N-bkg.spectral.norm6 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -3.9967616426920085e-08 |   1.923174764036827e-06 |   1.578820218283553e-05 |   4.430777760055618e-06 | -1.8751690534331258e-06 |   2.237990706119165e-06 |   5.183321715040644e-07 | -4.4389335639447556e-07 |  1.0755154353766445e-06 |  -4.501794011284269e-09 |  -3.621403561288533e-07 |  1.6978191328446334e-07 |  -3.315035206336167e-07 | -1.9143524917241694e-07 |  2.8307611051331397e-07 |  -1.215333472097489e-07 |  -2.044374517482128e-07 |  4.5552152692478805e-07 |   5.740727002991606e-07 |  -9.901582201674974e-08 |
|  dataset_N-bkg.spectral.norm7 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1945860182328647e-06 |  -6.855417104479573e-07 |   4.430777760055618e-06 |  1.6733127831370723e-05 |   6.087408649940944e-06 | -2.7470069086547605e-06 |   2.513004998821905e-06 |  1.4979888786703323e-06 |  -9.524162337026315e-07 |  1.2541524917007096e-06 |   4.653869423055902e-07 |  -7.650144183175661e-07 |   3.001345207530389e-07 |  1.3298147227527063e-07 |  -5.414185084265344e-07 |  -3.135221577231091e-08 |  2.5472354249686035e-07 |  -8.669038431728677e-08 | -1.0019478631002965e-07 |  1.8206132303418743e-07 |
|  dataset_N-bkg.spectral.norm8 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   6.611739781210542e-08 |  1.5580346943715093e-06 | -1.8751690534331258e-06 |   6.087408649940944e-06 |  1.7558592590086803e-05 |   6.897247876841959e-06 |  -3.162460495326402e-06 |   2.164864212500132e-06 |  2.2215955542049483e-06 |  -1.064855291925789e-06 |    9.68043419652827e-07 |    9.23451981055043e-07 |  -7.674489884771522e-07 | -3.9435376318157324e-08 |  2.4567490816945907e-07 |  -4.424345506874128e-07 |  -2.439974230175904e-07 |  5.6941782574896704e-08 |  -2.411354817984989e-07 | -2.9249752713344483e-07 |
|  dataset_N-bkg.spectral.norm9 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   3.601233343254524e-07 |    6.72674316428387e-08 |   2.237990706119165e-06 | -2.7470069086547605e-06 |   6.897247876841959e-06 |   2.135382344316002e-05 |   9.324285963173369e-06 | -3.8518663524999725e-06 |  1.9792402132573817e-06 |  2.8170290491091776e-06 | -1.4692626561275008e-06 |   9.423953130131697e-07 |  1.4101355720553925e-06 | -1.2580830311174392e-06 |  -4.143596529179971e-07 |   8.968790294364215e-07 |  -3.258450008774462e-07 | -1.0944686897151276e-06 | -2.6255113502088457e-07 |   3.358904427636564e-07 |
| dataset_N-bkg.spectral.norm10 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.1604380311861526e-07 |  1.5875079732520043e-07 |   5.183321715040644e-07 |   2.513004998821905e-06 |  -3.162460495326402e-06 |   9.324285963173369e-06 |   2.855320709960552e-05 |  1.3288154865708255e-05 |  -5.435164873538841e-06 |  1.6153543589234752e-06 |   4.029051569194674e-06 | -1.6807834533244956e-06 |   6.858495115514417e-07 |  1.6933183481771322e-06 | -1.4316531861280273e-06 | -4.1652171259339824e-07 |  1.1709192812437882e-06 |  -7.766672713377501e-07 |  -1.767999408400867e-06 |  3.0462981952693827e-07 |
| dataset_N-bkg.spectral.norm11 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.8594195598723096e-07 |   5.908291940431904e-07 | -4.4389335639447556e-07 |  1.4979888786703323e-06 |   2.164864212500132e-06 | -3.8518663524999725e-06 |  1.3288154865708255e-05 |   3.706696269023057e-05 |  1.7668697684246846e-05 |  -7.168112937183277e-06 |  1.2308626906133257e-06 |  5.7358754098921794e-06 | -2.3986141761856344e-06 |  -6.393840174214885e-07 |  2.6309746684746386e-06 |  -7.542460941285285e-07 |   -1.59603467497477e-06 |   5.358702114003651e-07 |   1.504549252958155e-07 | -1.2810191425907317e-06 |
| dataset_N-bkg.spectral.norm12 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.653455721981205e-08 | -2.8160749941321425e-07 |  1.0755154353766445e-06 |  -9.524162337026315e-07 |  2.2215955542049483e-06 |  1.9792402132573817e-06 |  -5.435164873538841e-06 |  1.7668697684246846e-05 |  4.7701129078820016e-05 |  2.2643163028029343e-05 |  -9.786668601340939e-06 |   6.975155685094357e-07 |   7.525090320949747e-06 | -3.5383563933655773e-06 | -1.7718992013804517e-06 |   4.243822712887086e-06 | -2.1366634222625632e-07 |  -3.205460044608653e-06 |  3.9877551724904136e-07 |   1.977899849331066e-06 |
| dataset_N-bkg.spectral.norm13 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.937007967365806e-08 | -4.0082075668097246e-08 |  -4.501794011284269e-09 |  1.2541524917007096e-06 |  -1.064855291925789e-06 |  2.8170290491091776e-06 |  1.6153543589234752e-06 |  -7.168112937183277e-06 |  2.2643163028029343e-05 |   6.058741691742014e-05 |  2.9853505721067098e-05 | -1.2349373127950275e-05 | -4.5977402155019043e-07 |  1.0351974743059765e-05 | -3.5584574003986403e-06 |  -3.601546169353843e-06 |  5.2137693068554925e-06 |   1.087962776835964e-06 |  -4.428017114184763e-06 |   2.589433030438094e-07 |
| dataset_N-bkg.spectral.norm14 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.813499068227719e-07 |  1.5629898242496882e-07 |  -3.621403561288533e-07 |   4.653869423055902e-07 |    9.68043419652827e-07 | -1.4692626561275008e-06 |   4.029051569194674e-06 |  1.2308626906133257e-06 |  -9.786668601340939e-06 |  2.9853505721067098e-05 |   7.987309533173506e-05 |   4.078014100108729e-05 |     -1.712572380204e-05 |  -3.363409075759105e-06 |  1.5013913718974675e-05 |  -3.202171512947977e-06 |  -7.936477955944892e-06 |  5.9031678997992325e-06 |   5.322162878669566e-06 |  -6.025503961154864e-06 |
| dataset_N-bkg.spectral.norm15 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -3.3025320341008354e-07 | -4.6912439210229697e-07 |  1.6978191328446334e-07 |  -7.650144183175661e-07 |    9.23451981055043e-07 |   9.423953130131697e-07 | -1.6807834533244956e-06 |  5.7358754098921794e-06 |   6.975155685094357e-07 | -1.2349373127950275e-05 |   4.078014100108729e-05 |   0.0001061426548451101 |   5.633566144649242e-05 | -2.2975599012193434e-05 |   -9.14781472554703e-06 |   2.009108176994998e-05 |  -5.566303302205033e-07 | -1.2209888884174299e-05 |   5.154489097956504e-06 |   9.768790711239227e-06 |
| dataset_N-bkg.spectral.norm16 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.5795422462589734e-07 |   -3.12912162139816e-07 |  -3.315035206336167e-07 |   3.001345207530389e-07 |  -7.674489884771522e-07 |  1.4101355720553925e-06 |   6.858495115514417e-07 | -2.3986141761856344e-06 |   7.525090320949747e-06 | -4.5977402155019043e-07 |     -1.712572380204e-05 |   5.633566144649242e-05 |   0.0001492502703416988 |   8.594222222536516e-05 |  -3.157066034136838e-05 | -2.2320722114079083e-05 |   2.869384557511846e-05 |   8.153718327180315e-06 | -2.0300881900748885e-05 |  1.7637885628304031e-06 |
| dataset_N-bkg.spectral.norm17 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.945866921822491e-07 |  2.7908493130743604e-07 | -1.9143524917241694e-07 |  1.3298147227527063e-07 | -3.9435376318157324e-08 | -1.2580830311174392e-06 |  1.6933183481771322e-06 |  -6.393840174214885e-07 | -3.5383563933655773e-06 |  1.0351974743059765e-05 |  -3.363409075759105e-06 | -2.2975599012193434e-05 |   8.594222222536516e-05 |   0.0002204665323920332 |  0.00013410875087189715 |  -4.321725909096842e-05 | -4.4054120248801614e-05 |  4.0639646121630796e-05 |  2.5543499303995267e-05 |  -3.766027753501168e-05 |
| dataset_N-bkg.spectral.norm18 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.716396873886268e-07 |  1.2077222503458797e-07 |  2.8307611051331397e-07 |  -5.414185084265344e-07 |  2.4567490816945907e-07 |  -4.143596529179971e-07 | -1.4316531861280273e-06 |  2.6309746684746386e-06 | -1.7718992013804517e-06 | -3.5584574003986403e-06 |  1.5013913718974675e-05 |   -9.14781472554703e-06 |  -3.157066034136838e-05 |  0.00013410875087189715 |   0.0003366750149145448 |    0.000221714767898671 |  -5.124088385007254e-05 |  -8.328578604510655e-05 |  4.7920841399011874e-05 |  5.0662909798658926e-05 |
| dataset_N-bkg.spectral.norm19 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.4218699646219844e-07 |  -2.306316202597401e-07 |  -1.215333472097489e-07 |  -3.135221577231091e-08 |  -4.424345506874128e-07 |   8.968790294364215e-07 | -4.1652171259339824e-07 |  -7.542460941285285e-07 |   4.243822712887086e-06 |  -3.601546169353843e-06 |  -3.202171512947977e-06 |   2.009108176994998e-05 | -2.2320722114079083e-05 |  -4.321725909096842e-05 |    0.000221714767898671 |   0.0005397508524101833 |  0.00038016354723038973 |  -6.479891078869349e-05 |  -0.0001684752583154092 |   8.579376737550808e-05 |
| dataset_N-bkg.spectral.norm20 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.2746173763220198e-09 |   7.328438940442396e-08 |  -2.044374517482128e-07 |  2.5472354249686035e-07 |  -2.439974230175904e-07 |  -3.258450008774462e-07 |  1.1709192812437882e-06 |   -1.59603467497477e-06 | -2.1366634222625632e-07 |  5.2137693068554925e-06 |  -7.936477955944892e-06 |  -5.566303302205033e-07 |   2.869384557511846e-05 | -4.4054120248801614e-05 |  -5.124088385007254e-05 |  0.00038016354723038973 |    0.000880094519525803 |   0.0006603894920792589 |  -5.029446932441527e-05 | -0.00032580503941627203 |
| dataset_N-bkg.spectral.norm21 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   6.530237837119051e-07 |   5.776304702555966e-07 |  4.5552152692478805e-07 |  -8.669038431728677e-08 |  5.6941782574896704e-08 | -1.0944686897151276e-06 |  -7.766672713377501e-07 |   5.358702114003651e-07 |  -3.205460044608653e-06 |   1.087962776835964e-06 |  5.9031678997992325e-06 | -1.2209888884174299e-05 |   8.153718327180315e-06 |  4.0639646121630796e-05 |  -8.328578604510655e-05 |  -6.479891078869349e-05 |   0.0006603894920792589 |   0.0015357820980670608 |   0.0012511547326906926 | -0.00014923986238730391 |
| dataset_N-bkg.spectral.norm22 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   6.731054509030446e-07 |   4.960272784885168e-07 |   5.740727002991606e-07 | -1.0019478631002965e-07 |  -2.411354817984989e-07 | -2.6255113502088457e-07 |  -1.767999408400867e-06 |   1.504549252958155e-07 |  3.9877551724904136e-07 |  -4.428017114184763e-06 |   5.322162878669566e-06 |   5.154489097956504e-06 | -2.0300881900748885e-05 |  2.5543499303995267e-05 |  4.7920841399011874e-05 |  -0.0001684752583154092 |  -5.029446932441527e-05 |   0.0012511547326906926 |    0.002846036693689092 |    0.002742269010483017 |
| dataset_N-bkg.spectral.norm23 |                     0.0 |                     0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -5.1990064174920455e-08 | -4.5388802584484167e-08 |  -9.901582201674974e-08 |  1.8206132303418743e-07 | -2.9249752713344483e-07 |   3.358904427636564e-07 |  3.0462981952693827e-07 | -1.2810191425907317e-06 |   1.977899849331066e-06 |   2.589433030438094e-07 |  -6.025503961154864e-06 |   9.768790711239227e-06 |  1.7637885628304031e-06 |  -3.766027753501168e-05 |  5.0662909798658926e-05 |   8.579376737550808e-05 | -0.00032580503941627203 | -0.00014923986238730391 |    0.002742269010483017 |    0.007931341910438523 |
