|                      Parameters |   0 |   1 |   2 |   3 |   4 |   5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |  13 |  14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |                      33 |                      34 |
|  dataset-fit-bkg.spectral.norm0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset-fit-bkg.spectral.norm1 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset-fit-bkg.spectral.norm2 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset-fit-bkg.spectral.norm3 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset-fit-bkg.spectral.norm4 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   0.0009818542896498452 |  0.00012772889688871642 |  -0.0001049153711934315 |  1.0901199089318105e-05 |  3.6043564876351166e-05 | -1.8336222318901473e-05 | -1.2715798150702714e-05 |  1.3095462346417125e-05 |   4.632196308994092e-06 |  -7.282317235749162e-06 |  -1.828753177717839e-06 |  3.7743892403736793e-06 |  1.1231703829778396e-06 | -1.7962539895508055e-06 |  -9.652920050474855e-07 |   5.915856831748833e-07 |   7.213584492129641e-07 |  1.1761869401058733e-07 | -2.2527894402623158e-07 | -2.0090539260516778e-07 |
|  dataset-fit-bkg.spectral.norm5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  0.00012772889688871642 |  0.00048050958145529705 |  0.00019808737058070523 |  -7.761349775670196e-05 |  -3.457359798421426e-05 |  4.3224276438110024e-05 |    2.89748235118461e-06 | -2.4396737630745647e-05 |  2.1790026336667754e-06 |  1.2276414204190951e-05 | -2.0043478420571876e-06 |   -6.26071809943065e-06 |   7.293712742032287e-07 |  3.3121441234329872e-06 |  3.5186994046457934e-07 | -1.5500010328157295e-06 |  -8.400818716451771e-07 |   2.505577415670239e-07 |   5.032263258627143e-07 |   2.596779113453194e-07 |
|  dataset-fit-bkg.spectral.norm6 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -0.0001049153711934315 |  0.00019808737058070523 |  0.00047478538832050355 |    0.000268652732235066 | -5.3209673306293896e-05 |  -6.300513892772319e-05 |   4.485073493746249e-05 |   2.426367513085823e-05 | -2.6474567886060667e-05 |  -9.476588371585479e-06 |  1.4162840361175632e-05 |   4.608042037525169e-06 |  -7.065139947962043e-06 |  -3.271441922846401e-06 |  2.8947792053990568e-06 |  2.5770304780979237e-06 | -2.8040630109759464e-07 | -1.3088385090928273e-06 |  -6.971357228433337e-07 |    -5.0017551273419e-09 |
|  dataset-fit-bkg.spectral.norm7 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.0901199089318105e-05 |  -7.761349775670196e-05 |    0.000268652732235066 |   0.0005438876638090692 |  0.00029707031000632635 |  -6.804585137941173e-05 |  -8.286138162924938e-05 |   4.715890079872701e-05 |  3.4787582603626296e-05 | -2.7167522426957393e-05 | -1.5884384440736626e-05 |  1.4150729151537512e-05 |   8.897530459874273e-06 |  -6.129645495864556e-06 | -5.8803680739024655e-06 |  1.1926400373528152e-06 |   3.357135112497476e-06 |  1.2531645895616973e-06 |  -6.079790980887792e-07 |  -8.862846902157186e-07 |
|  dataset-fit-bkg.spectral.norm8 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.6043564876351166e-05 |  -3.457359798421426e-05 | -5.3209673306293896e-05 |  0.00029707031000632635 |   0.0005949923901607839 |   0.0003449305480019998 |  -6.952861979109258e-05 | -0.00011049889558927627 |   4.276747188592863e-05 |  4.9556695495123296e-05 | -2.4059780438332545e-05 | -2.5001604722026082e-05 |   1.102457939433389e-05 |  1.4303086019365135e-05 | -2.4844995069096107e-06 |  -7.985266467856077e-06 |  -2.254208604784572e-06 |   2.396609754074318e-06 |  2.4233836090777624e-06 |   8.130018869135904e-07 |
|  dataset-fit-bkg.spectral.norm9 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.8336222318901473e-05 |  4.3224276438110024e-05 |  -6.300513892772319e-05 |  -6.804585137941173e-05 |   0.0003449305480019998 |   0.0007202350063610539 |   0.0004639947865843609 |  -4.574333908450145e-05 | -0.00014834894109884859 |  2.9774361447696676e-05 |   6.989714668243708e-05 |   -1.49433377419477e-05 |  -3.661494283553765e-05 |  2.8035957493562916e-06 |   1.933904278108575e-05 |   4.835310234333286e-06 |  -7.244184196667078e-06 |  -6.033143302871166e-06 |  -7.474671647928731e-07 |  1.7060315414080207e-06 |
| dataset-fit-bkg.spectral.norm10 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.2715798150702714e-05 |    2.89748235118461e-06 |   4.485073493746249e-05 |  -8.286138162924938e-05 |  -6.952861979109258e-05 |   0.0004639947865843609 |   0.0009528968654061692 |   0.0006419877062455719 | -2.8435668515313702e-05 | -0.00020515045939072546 |  1.6659410102788298e-05 |   9.922200357710662e-05 | -1.5785871866970974e-06 | -5.0939258453310614e-05 |  -1.059970763703833e-05 |   2.220946122481529e-05 |  1.4772435369734867e-05 |  -2.114454409350029e-06 |  -7.406063907904518e-06 |  -4.387745581201518e-06 |
| dataset-fit-bkg.spectral.norm11 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.3095462346417125e-05 | -2.4396737630745647e-05 |   2.426367513085823e-05 |   4.715890079872701e-05 | -0.00011049889558927627 |  -4.574333908450145e-05 |   0.0006419877062455719 |   0.0012357389895128036 |   0.0008407224318641169 |   -9.57442026842274e-06 | -0.00026977093884667614 |  -4.850724483537294e-06 |   0.0001306377851430459 |   2.183689159587496e-05 |  -6.138951423149864e-05 |    -3.1037266969344e-05 |  1.6220446488293126e-05 |  2.2678087965495757e-05 |   7.400142418755395e-06 | -3.1805114062634823e-06 |
| dataset-fit-bkg.spectral.norm12 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.632196308994092e-06 |  2.1790026336667754e-06 | -2.6474567886060667e-05 |  3.4787582603626296e-05 |   4.276747188592863e-05 | -0.00014834894109884859 | -2.8435668515313702e-05 |   0.0008407224318641169 |   0.0015703748246921124 |    0.001092883575782988 |  2.8091466511097228e-05 |  -0.0003528090882586868 |  -4.826709971032534e-05 |  0.00016406193388358495 |   6.352593112583662e-05 |  -6.109121127110731e-05 |  -5.748145381688376e-05 |  -3.176432095095775e-06 |  2.1819703681966845e-05 |  1.6423168694370916e-05 |
| dataset-fit-bkg.spectral.norm13 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.282317235749162e-06 |  1.2276414204190951e-05 |  -9.476588371585479e-06 | -2.7167522426957393e-05 |  4.9556695495123296e-05 |  2.9774361447696676e-05 | -0.00020515045939072546 |   -9.57442026842274e-06 |    0.001092883575782988 |   0.0020035741365996866 |   0.0014380915370899327 |  0.00010150274362843044 | -0.00045935031701627486 |  -0.0001279874699326615 |  0.00019091625359729666 |   0.0001288591390094079 |  -3.499836960233658e-05 |  -7.703501770517493e-05 | -3.3482508183821666e-05 |   5.041628374630683e-06 |
| dataset-fit-bkg.spectral.norm14 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.828753177717839e-06 | -2.0043478420571876e-06 |  1.4162840361175632e-05 | -1.5884384440736626e-05 | -2.4059780438332545e-05 |   6.989714668243708e-05 |  1.6659410102788298e-05 | -0.00026977093884667614 |  2.8091466511097228e-05 |   0.0014380915370899327 |   0.0026006442813192926 |   0.0019422986968293803 |   0.0002455420035510895 |  -0.0005939019594924842 |   -0.000269734042586642 |   0.0001896933642882493 |  0.00021510446049142438 |   3.138067502520164e-05 |  -6.956609303151079e-05 |   -6.02796655893012e-05 |
| dataset-fit-bkg.spectral.norm15 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.7743892403736793e-06 |   -6.26071809943065e-06 |   4.608042037525169e-06 |  1.4150729151537512e-05 | -2.5001604722026082e-05 |   -1.49433377419477e-05 |   9.922200357710662e-05 |  -4.850724483537294e-06 |  -0.0003528090882586868 |  0.00010150274362843044 |   0.0019422986968293803 |   0.0034627036974061425 |    0.002701982204206954 |    0.000517795559428979 |  -0.0007497635869648478 |  -0.0005077464648277554 |  0.00011195385097405696 |  0.00028972189337871454 |   0.0001365315187148225 |  -1.139242232044572e-05 |
| dataset-fit-bkg.spectral.norm16 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1231703829778396e-06 |   7.293712742032287e-07 |  -7.065139947962043e-06 |   8.897530459874273e-06 |   1.102457939433389e-05 |  -3.661494283553765e-05 | -1.5785871866970974e-06 |   0.0001306377851430459 |  -4.826709971032534e-05 | -0.00045935031701627486 |   0.0002455420035510895 |    0.002701982204206954 |    0.004736643164822684 |   0.0038730577409585997 |   0.0010330540113016038 |  -0.0008849812948519568 |  -0.0008690581653212576 | -0.00010555098776558931 |  0.00029172391807858925 |  0.00024591096137754605 |
| dataset-fit-bkg.spectral.norm17 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.7962539895508055e-06 |  3.3121441234329872e-06 |  -3.271441922846401e-06 |  -6.129645495864556e-06 |  1.4303086019365135e-05 |  2.8035957493562916e-06 | -5.0939258453310614e-05 |   2.183689159587496e-05 |  0.00016406193388358495 |  -0.0001279874699326615 |  -0.0005939019594924842 |    0.000517795559428979 |   0.0038730577409585997 |    0.006661050236403403 |    0.005719719385008928 |    0.002018247618669092 |  -0.0008561227049680444 |   -0.001314157679200763 |  -0.0005145733102147264 |  0.00011832918197537105 |
| dataset-fit-bkg.spectral.norm18 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.652920050474855e-07 |  3.5186994046457934e-07 |  2.8947792053990568e-06 | -5.8803680739024655e-06 | -2.4844995069096107e-06 |   1.933904278108575e-05 |  -1.059970763703833e-05 |  -6.138951423149864e-05 |   6.352593112583662e-05 |  0.00019091625359729666 |   -0.000269734042586642 |  -0.0007497635869648478 |   0.0010330540113016038 |    0.005719719385008928 |    0.009625433043139906 |    0.008681450061312629 |    0.003869392943632434 | -0.00038531289490640827 |  -0.0017124490928777342 |   -0.001113968070800297 |
| dataset-fit-bkg.spectral.norm19 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   5.915856831748833e-07 | -1.5500010328157295e-06 |  2.5770304780979237e-06 |  1.1926400373528152e-06 |  -7.985266467856077e-06 |   4.835310234333286e-06 |   2.220946122481529e-05 |    -3.1037266969344e-05 |  -6.109121127110731e-05 |   0.0001288591390094079 |   0.0001896933642882493 |  -0.0005077464648277554 |  -0.0008849812948519568 |    0.002018247618669092 |    0.008681450061312629 |    0.014198461939495245 |    0.013339378103158765 |    0.007114465432321876 |   0.0009865685651503015 |  -0.0016841447183310026 |
| dataset-fit-bkg.spectral.norm20 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   7.213584492129641e-07 |  -8.400818716451771e-07 | -2.8040630109759464e-07 |   3.357135112497476e-06 |  -2.254208604784572e-06 |  -7.244184196667078e-06 |  1.4772435369734867e-05 |  1.6220446488293126e-05 |  -5.748145381688376e-05 |  -3.499836960233658e-05 |  0.00021510446049142438 |  0.00011195385097405696 |  -0.0008690581653212576 |  -0.0008561227049680444 |    0.003869392943632434 |    0.013339378103158765 |    0.021038559606430137 |     0.02040808493353623 |    0.012554774358406481 |    0.004125847874724875 |
| dataset-fit-bkg.spectral.norm21 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1761869401058733e-07 |   2.505577415670239e-07 | -1.3088385090928273e-06 |  1.2531645895616973e-06 |   2.396609754074318e-06 |  -6.033143302871166e-06 |  -2.114454409350029e-06 |  2.2678087965495757e-05 |  -3.176432095095775e-06 |  -7.703501770517493e-05 |   3.138067502520164e-05 |  0.00028972189337871454 | -0.00010555098776558931 |   -0.001314157679200763 | -0.00038531289490640827 |    0.007114465432321876 |     0.02040808493353623 |     0.03101783652485859 |    0.030905203446454504 |    0.021271612288714166 |
| dataset-fit-bkg.spectral.norm22 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.2527894402623158e-07 |   5.032263258627143e-07 |  -6.971357228433337e-07 |  -6.079790980887792e-07 |  2.4233836090777624e-06 |  -7.474671647928731e-07 |  -7.406063907904518e-06 |   7.400142418755395e-06 |  2.1819703681966845e-05 | -3.3482508183821666e-05 |  -6.956609303151079e-05 |   0.0001365315187148225 |  0.00029172391807858925 |  -0.0005145733102147264 |  -0.0017124490928777342 |   0.0009865685651503015 |    0.012554774358406481 |    0.030905203446454504 |     0.04513281502103208 |     0.04550462402076335 |
| dataset-fit-bkg.spectral.norm23 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.0090539260516778e-07 |   2.596779113453194e-07 |    -5.0017551273419e-09 |  -8.862846902157186e-07 |   8.130018869135904e-07 |  1.7060315414080207e-06 |  -4.387745581201518e-06 | -3.1805114062634823e-06 |  1.6423168694370916e-05 |   5.041628374630683e-06 |   -6.02796655893012e-05 |  -1.139242232044572e-05 |  0.00024591096137754605 |  0.00011832918197537105 |   -0.001113968070800297 |  -0.0016841447183310026 |    0.004125847874724875 |    0.021271612288714166 |     0.04550462402076335 |     0.06296249668722426 |
