|                    Parameters |                      0 |                      1 |   2 |   3 |   4 |                     5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |
|  dataset_N-bkg.spectral.norm5 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  4.4847465298204294e-07 |  1.3804962366230304e-05 |  1.4234925286992503e-06 | -1.3231071370909703e-06 |  1.1315372899076095e-06 |  -2.269633382384758e-07 |  -8.688221691391626e-08 |   5.369319462388999e-07 | -1.7456171195416216e-07 |   6.751861025804828e-09 |  2.4025161135812274e-07 | -1.1305015700789227e-07 |  -2.619221492541141e-08 |   1.111200364526522e-07 |    -6.6378674161429e-08 |  -7.158046309384968e-08 |    4.07277708215635e-08 |  -1.899288565875543e-08 |   -9.62851340787835e-08 |  -3.509601881258177e-08 |
|  dataset_N-bkg.spectral.norm6 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -5.039184779229857e-07 |  1.4234925286992503e-06 |  1.5692074224183598e-05 |   3.894507971765504e-06 | -2.7049332819356517e-06 |  1.7083380753063868e-06 |   1.207840292582164e-07 |  -7.846648753587983e-07 |   9.658375477954752e-07 |  -4.545537510749115e-08 | -3.3534610553621463e-07 |   4.816714414554723e-07 |  -2.001686600541043e-08 | -2.2868643272401006e-07 |  2.2787872863155064e-07 |   7.766783008256576e-08 | -1.8176228909886897e-07 |  2.0657842831473827e-08 |  1.3781232992408867e-07 |  -6.617507915946437e-08 |
|  dataset_N-bkg.spectral.norm7 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   7.734258158575234e-07 | -1.3231071370909703e-06 |   3.894507971765504e-06 |  1.6592547179748715e-05 |   5.581102363689552e-06 | -3.6641649890977077e-06 |   1.796538809688155e-06 |   9.695743724461564e-07 |   -1.40530460569742e-06 |    9.92302718721118e-07 |   3.893828036680289e-07 |  -6.697384998384227e-07 |   5.025885013302866e-07 |  3.0250777159805845e-07 |  -3.867557610789953e-07 |  1.5206038504502686e-07 |   3.539371692682967e-07 | -1.1841416396697073e-07 | -1.2787653029931745e-07 |   2.600890237650382e-07 |
|  dataset_N-bkg.spectral.norm8 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.5087562681037087e-07 |  1.1315372899076095e-06 | -2.7049332819356517e-06 |   5.581102363689552e-06 |  1.7431902844844865e-05 |   6.279497636614828e-06 | -4.1896841147051825e-06 |  1.3203033863926418e-06 |   1.543236962967484e-06 | -1.5503278806157145e-06 |    7.38770040035106e-07 |   7.558421362450938e-07 |  -7.595480648261088e-07 |   3.115302894500895e-07 |   5.958084144622587e-07 |  -3.317990068872749e-07 |  -6.431831414280121e-08 |   4.965756892920977e-07 |  1.6020661831970014e-07 | -2.1443229773842118e-07 |
|  dataset_N-bkg.spectral.norm9 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.7285569318456657e-07 |  -2.269633382384758e-07 |  1.7083380753063868e-06 | -3.6641649890977077e-06 |   6.279497636614828e-06 |   2.095903350730494e-05 |    8.50311569528854e-06 |  -4.962375503185293e-06 |   9.973719675370337e-07 |   2.158914337617349e-06 | -1.8538406960724973e-06 |   5.398481721666612e-07 |  1.2003507634880727e-06 |  -8.658584315660527e-07 |   6.413325568686315e-08 |   9.296737113240731e-07 |  -1.588119439070307e-07 |  -3.087991462189413e-07 |   5.274508874288663e-07 |   4.394346702013986e-07 |
| dataset_N-bkg.spectral.norm10 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.3786404046952432e-07 |  -8.688221691391626e-08 |   1.207840292582164e-07 |   1.796538809688155e-06 | -4.1896841147051825e-06 |    8.50311569528854e-06 |  2.7871005135870924e-05 |  1.2233774082310378e-05 |  -6.627769698277537e-06 |   7.466835890349748e-07 |  3.3020364291337865e-06 |  -2.492480341402925e-06 |  2.4513387820805825e-07 |   1.997222999527184e-06 |   -1.01418631150571e-06 | -4.2576312544314834e-07 |  1.4066712658864224e-06 |  2.6365072850675483e-07 |     -6.773552337612e-07 |   5.179648838488996e-07 |
| dataset_N-bkg.spectral.norm11 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.1857481385318704e-07 |   5.369319462388999e-07 |  -7.846648753587983e-07 |   9.695743724461564e-07 |  1.3203033863926418e-06 |  -4.962375503185293e-06 |  1.2233774082310378e-05 |   3.577041645058523e-05 |  1.6058699391443723e-05 |  -8.321187119390489e-06 |   4.131841639742717e-07 |   4.634530566492321e-06 | -3.0814649555335703e-06 |  -3.513239776379666e-07 |   2.950339186209702e-06 |  -8.636658021161367e-07 | -1.2481231586790796e-06 |   1.681639629521522e-06 |  1.1841084012007888e-06 | -1.0873985976458036e-06 |
| dataset_N-bkg.spectral.norm12 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.3145742226534872e-07 | -1.7456171195416216e-07 |   9.658375477954752e-07 |   -1.40530460569742e-06 |   1.543236962967484e-06 |   9.973719675370337e-07 |  -6.627769698277537e-06 |  1.6058699391443723e-05 |   4.537487069393944e-05 |  2.0688037053891682e-05 | -1.0643682457625728e-05 | -1.5872049507968082e-07 |   6.512894702170204e-06 |  -3.675759694681808e-06 | -1.4672185984494558e-06 |   4.121050962428205e-06 | -1.4060265418337318e-07 |  -2.332739321768627e-06 |  1.3546343898756547e-06 |   2.234959638502067e-06 |
| dataset_N-bkg.spectral.norm13 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   8.571761844795019e-08 |   6.751861025804828e-09 |  -4.545537510749115e-08 |    9.92302718721118e-07 | -1.5503278806157145e-06 |   2.158914337617349e-06 |   7.466835890349748e-07 |  -8.321187119390489e-06 |  2.0688037053891682e-05 |   5.767670681720935e-05 |  2.7313951002554796e-05 |  -1.367833230590703e-05 | -1.4772415679218936e-06 |   9.271855278745047e-06 |  -4.064760292822058e-06 |  -3.599515127271767e-06 |   5.326459482521378e-06 |  1.5022442041201235e-06 | -3.6840910054757076e-06 |   8.088131886967944e-07 |
| dataset_N-bkg.spectral.norm14 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.776028388303722e-08 |  2.4025161135812274e-07 | -3.3534610553621463e-07 |   3.893828036680289e-07 |    7.38770040035106e-07 | -1.8538406960724973e-06 |  3.3020364291337865e-06 |   4.131841639742717e-07 | -1.0643682457625728e-05 |  2.7313951002554796e-05 |   7.543009213786902e-05 |  3.7594497419735155e-05 | -1.7924673120414316e-05 |  -4.234865076407493e-06 |  1.3506867168351282e-05 | -3.6534284043634446e-06 |  -7.427998778875494e-06 |    6.05835094829148e-06 |   5.178029938721117e-06 |  -5.671204854961587e-06 |
| dataset_N-bkg.spectral.norm15 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  4.3980840921368165e-08 | -1.1305015700789227e-07 |   4.816714414554723e-07 |  -6.697384998384227e-07 |   7.558421362450938e-07 |   5.398481721666612e-07 |  -2.492480341402925e-06 |   4.634530566492321e-06 | -1.5872049507968082e-07 |  -1.367833230590703e-05 |  3.7594497419735155e-05 |  0.00010226398768274468 |   5.412142017902838e-05 | -2.3679448299565633e-05 |  -9.608161593593079e-06 |  1.9766706823287827e-05 |  -9.039034477936156e-07 | -1.3047571275021567e-05 |   4.429416004877486e-06 |  1.0179924838363612e-05 |
| dataset_N-bkg.spectral.norm16 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.8618941064767968e-08 |  -2.619221492541141e-08 |  -2.001686600541043e-08 |   5.025885013302866e-07 |  -7.595480648261088e-07 |  1.2003507634880727e-06 |  2.4513387820805825e-07 | -3.0814649555335703e-06 |   6.512894702170204e-06 | -1.4772415679218936e-06 | -1.7924673120414316e-05 |   5.412142017902838e-05 |   0.0001442656244983449 |   8.121464960881272e-05 |   -3.20482635330199e-05 |  -2.028969567934229e-05 |  2.8523738759853043e-05 |    5.62578703636803e-06 |  -2.157333368740106e-05 |  3.1422106184457387e-06 |
| dataset_N-bkg.spectral.norm17 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -7.27906907514825e-08 |   1.111200364526522e-07 | -2.2868643272401006e-07 |  3.0250777159805845e-07 |   3.115302894500895e-07 |  -8.658584315660527e-07 |   1.997222999527184e-06 |  -3.513239776379666e-07 |  -3.675759694681808e-06 |   9.271855278745047e-06 |  -4.234865076407493e-06 | -2.3679448299565633e-05 |   8.121464960881272e-05 |  0.00021086035490242862 |  0.00012707618572283989 |  -4.290182822836321e-05 |  -4.169907917743816e-05 |  3.9573652120990903e-05 |  2.3239802641859232e-05 |  -3.727669205930181e-05 |
| dataset_N-bkg.spectral.norm18 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -1.52617387900355e-08 |    -6.6378674161429e-08 |  2.2787872863155064e-07 |  -3.867557610789953e-07 |   5.958084144622587e-07 |   6.413325568686315e-08 |   -1.01418631150571e-06 |   2.950339186209702e-06 | -1.4672185984494558e-06 |  -4.064760292822058e-06 |  1.3506867168351282e-05 |  -9.608161593593079e-06 |   -3.20482635330199e-05 |  0.00012707618572283989 |  0.00032213197038702884 |   0.0002097148982666385 |  -5.333315467531298e-05 |  -8.036429936367529e-05 |  4.8578467064495507e-05 |   4.918650101533951e-05 |
| dataset_N-bkg.spectral.norm19 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.434452548508475e-09 |  -7.158046309384968e-08 |   7.766783008256576e-08 |  1.5206038504502686e-07 |  -3.317990068872749e-07 |   9.296737113240731e-07 | -4.2576312544314834e-07 |  -8.636658021161367e-07 |   4.121050962428205e-06 |  -3.599515127271767e-06 | -3.6534284043634446e-06 |  1.9766706823287827e-05 |  -2.028969567934229e-05 |  -4.290182822836321e-05 |   0.0002097148982666385 |   0.0005165997860702024 |  0.00036328416525726356 |  -6.552956762974517e-05 | -0.00016256189671134483 |   8.659537788867522e-05 |
| dataset_N-bkg.spectral.norm20 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.461497172482483e-08 |    4.07277708215635e-08 | -1.8176228909886897e-07 |   3.539371692682967e-07 |  -6.431831414280121e-08 |  -1.588119439070307e-07 |  1.4066712658864224e-06 | -1.2481231586790796e-06 | -1.4060265418337318e-07 |   5.326459482521378e-06 |  -7.427998778875494e-06 |  -9.039034477936156e-07 |  2.8523738759853043e-05 |  -4.169907917743816e-05 |  -5.333315467531298e-05 |  0.00036328416525726356 |   0.0008551844785688734 |   0.0006456486371283855 | -5.0847760696391406e-05 | -0.00032425066412165133 |
| dataset_N-bkg.spectral.norm21 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.634156957324116e-08 |  -1.899288565875543e-08 |  2.0657842831473827e-08 | -1.1841416396697073e-07 |   4.965756892920977e-07 |  -3.087991462189413e-07 |  2.6365072850675483e-07 |   1.681639629521522e-06 |  -2.332739321768627e-06 |  1.5022442041201235e-06 |    6.05835094829148e-06 | -1.3047571275021567e-05 |    5.62578703636803e-06 |  3.9573652120990903e-05 |  -8.036429936367529e-05 |  -6.552956762974517e-05 |   0.0006456486371283855 |    0.001511552605515382 |    0.001233695114068029 | -0.00015151686440562312 |
| dataset_N-bkg.spectral.norm22 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -3.826389048882576e-08 |   -9.62851340787835e-08 |  1.3781232992408867e-07 | -1.2787653029931745e-07 |  1.6020661831970014e-07 |   5.274508874288663e-07 |     -6.773552337612e-07 |  1.1841084012007888e-06 |  1.3546343898756547e-06 | -3.6840910054757076e-06 |   5.178029938721117e-06 |   4.429416004877486e-06 |  -2.157333368740106e-05 |  2.3239802641859232e-05 |  4.8578467064495507e-05 | -0.00016256189671134483 | -5.0847760696391406e-05 |    0.001233695114068029 |   0.0028283898186198873 |   0.0027537325465626285 |
| dataset_N-bkg.spectral.norm23 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -5.2346647744834586e-08 |  -3.509601881258177e-08 |  -6.617507915946437e-08 |   2.600890237650382e-07 | -2.1443229773842118e-07 |   4.394346702013986e-07 |   5.179648838488996e-07 | -1.0873985976458036e-06 |   2.234959638502067e-06 |   8.088131886967944e-07 |  -5.671204854961587e-06 |  1.0179924838363612e-05 |  3.1422106184457387e-06 |  -3.727669205930181e-05 |   4.918650101533951e-05 |   8.659537788867522e-05 | -0.00032425066412165133 | -0.00015151686440562312 |   0.0027537325465626285 |    0.007988525312888028 |
