|                    Parameters |                     0 |                      1 |   2 |   3 |   4 |                      5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |
|  dataset_N-bkg.spectral.norm1 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm2 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm3 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm4 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   5.077296261541804e-05 |   1.432886363987574e-06 |  -1.707033632285313e-06 |   2.003918630274961e-06 |  -4.322072288854484e-07 |   2.642828712799388e-08 |   7.849791331239353e-07 | -2.1526883560877968e-07 |  3.3133134621780185e-08 |  3.5222081779918656e-07 | -1.1599073143964497e-07 |  -7.380733220164537e-08 |  1.2116344846504814e-07 |  -7.718981136203943e-08 | -1.4352501412907473e-07 | -1.5402078293570588e-08 | -4.4654031163321396e-08 |   -1.58263859332102e-07 | -1.5522047590450396e-07 |  -7.949145063177906e-08 |
|  dataset_N-bkg.spectral.norm5 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.432886363987574e-06 |  2.8987324328419466e-05 |  4.2085295584295705e-06 | -3.6371666497215197e-06 |  2.3652863175985726e-06 |  1.3657134732862284e-07 |  -8.279079146659679e-07 |  1.1993117948205252e-06 |   8.801608006268165e-08 | -4.0666439075940644e-07 |   5.008050863358622e-07 |   9.113986256129224e-08 |  -2.919133419379928e-07 |  1.2827903731885516e-07 |  1.1123522827884127e-07 | -1.9243157251503123e-07 |   -1.11091823811974e-07 |   4.155705126655555e-08 |  -5.225405833997236e-08 |  -1.763627465719945e-07 |
|  dataset_N-bkg.spectral.norm6 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.707033632285313e-06 |  4.2085295584295705e-06 |   3.174571100581568e-05 |  1.0186614665356537e-05 |  -6.132049846722213e-06 |  2.6354118845563737e-06 |   1.749947526444388e-06 | -2.2037631223525523e-06 |  1.3024739560789045e-06 |   9.651485097695247e-07 | -1.0053406515753938e-06 |  4.2180376139972704e-07 |   6.461097642677886e-07 |  -4.654201568918698e-07 |  -8.904500675696699e-08 |  4.4310465643410676e-07 | -1.0616886944184887e-08 | -2.8985806032752597e-07 |  1.7758717206758416e-08 |   2.218741066909327e-07 |
|  dataset_N-bkg.spectral.norm7 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.003918630274961e-06 | -3.6371666497215197e-06 |  1.0186614665356537e-05 |  3.3519408856787567e-05 |  1.3134258629426384e-05 | -7.3537518238475785e-06 |   2.017783999075302e-06 |   3.491732770405887e-06 | -2.7245608765779506e-06 |   6.754626727045539e-07 |  1.8535055354804985e-06 | -1.0863671502610026e-06 |  -4.430008133907779e-08 |  1.1428280302342183e-06 | -1.9783894382220036e-07 |  -4.328861880871039e-07 |   5.130196569937012e-07 |  4.5510176162494496e-07 | -1.6228920747229786e-07 | -1.5477564507149283e-07 |
|  dataset_N-bkg.spectral.norm8 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.322072288854484e-07 |  2.3652863175985726e-06 |  -6.132049846722213e-06 |  1.3134258629426384e-05 |   3.612546010623348e-05 |  1.4305592609927572e-05 |  -8.309347211035618e-06 |  1.0872569297268899e-06 |   4.330317166484616e-06 | -2.6495724937701834e-06 |   6.712881976186456e-08 |  2.3071582623858185e-06 |  -8.430721562785916e-07 |  -4.947739369512721e-07 |   1.325223889148124e-06 |  2.8563763866414855e-07 |  -5.783202750911269e-07 |  3.1931677517859804e-07 |   8.098071584468491e-07 |  1.5897479559455294e-07 |
|  dataset_N-bkg.spectral.norm9 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.642828712799388e-08 |  1.3657134732862284e-07 |  2.6354118845563737e-06 | -7.3537518238475785e-06 |  1.4305592609927572e-05 |   4.342235410197426e-05 |   1.953019093480984e-05 |  -9.794309331345064e-06 |  -2.799814809057787e-08 |   5.720726799672847e-06 | -2.8978648912066236e-06 |   -7.45194620712783e-07 |   3.079290966689573e-06 |   -4.99288300554842e-07 |   -1.16795456458099e-06 |  1.4595971259604124e-06 |  1.0443353846952073e-06 |  -5.831701902349355e-07 |  -1.160946792349741e-07 |  1.0805262623987156e-06 |
| dataset_N-bkg.spectral.norm10 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   7.849791331239353e-07 |  -8.279079146659679e-07 |   1.749947526444388e-06 |   2.017783999075302e-06 |  -8.309347211035618e-06 |   1.953019093480984e-05 |   5.725358373978617e-05 |  2.7863307351179888e-05 | -1.2571759033229848e-05 |   -1.53409443314164e-06 |    8.21575129563579e-06 |  -3.295155596595582e-06 | -2.1577088518609316e-06 |  4.2810257649246585e-06 |  2.9598578908600414e-07 | -2.2300452181816066e-06 |  1.2590368234260739e-06 |  2.2451784354177655e-06 |   -8.81274629363823e-08 |  -9.051260207848325e-07 |
| dataset_N-bkg.spectral.norm11 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.1526883560877968e-07 |  1.1993117948205252e-06 | -2.2037631223525523e-06 |   3.491732770405887e-06 |  1.0872569297268899e-06 |  -9.794309331345064e-06 |  2.7863307351179888e-05 |    7.36666156724825e-05 |    3.62256617980089e-05 | -1.5527799620921406e-05 | -3.0837868285997325e-06 |  1.0908839072240578e-05 | -3.4029349369664203e-06 |  -4.006295721748674e-06 |     5.3030905412552e-06 |  1.8040837840387512e-06 |  -3.148996938608806e-06 |  3.4283844494045447e-07 |   3.322245080108701e-06 |   8.673454895649357e-07 |
| dataset_N-bkg.spectral.norm12 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.3133134621780185e-08 |   8.801608006268165e-08 |  1.3024739560789045e-06 | -2.7245608765779506e-06 |   4.330317166484616e-06 |  -2.799814809057787e-08 | -1.2571759033229848e-05 |    3.62256617980089e-05 |   9.336388937085021e-05 |   4.671269700669151e-05 | -1.9685711354935977e-05 | -5.5610101519646535e-06 |  1.4696779015213439e-05 | -3.0086495145938757e-06 |  -6.964735630064038e-06 |  6.0114736146595136e-06 |   4.537699308865784e-06 | -3.6791959311503556e-06 | -1.8258289171438445e-06 |     4.2519258895361e-06 |
| dataset_N-bkg.spectral.norm13 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.5222081779918656e-07 | -4.0666439075940644e-07 |   9.651485097695247e-07 |   6.754626727045539e-07 | -2.6495724937701834e-06 |   5.720726799672847e-06 |   -1.53409443314164e-06 | -1.5527799620921406e-05 |   4.671269700669151e-05 |  0.00011843422314125402 |   6.157411470779768e-05 | -2.4661795197445804e-05 |  -1.018458257713899e-05 |  1.9688152615819608e-05 | -1.1220033444734818e-06 | -1.1526869705326964e-05 |   5.149356868742199e-06 |   8.730420549565034e-06 | -2.4164634122337217e-06 |  -5.492022423621656e-06 |
| dataset_N-bkg.spectral.norm14 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.1599073143964497e-07 |   5.008050863358622e-07 | -1.0053406515753938e-06 |  1.8535055354804985e-06 |   6.712881976186456e-08 | -2.8978648912066236e-06 |    8.21575129563579e-06 | -3.0837868285997325e-06 | -1.9685711354935977e-05 |   6.157411470779768e-05 |  0.00015469048450539885 |   8.435565443783177e-05 |  -3.125319196180321e-05 | -1.8457500511354594e-05 |   2.650454915916272e-05 |    3.79632544291298e-06 | -1.7665623757717113e-05 |  1.4516108868114155e-06 |  1.3894998169497338e-05 |   4.599941701447695e-07 |
| dataset_N-bkg.spectral.norm15 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.380733220164537e-08 |   9.113986256129224e-08 |  4.2180376139972704e-07 | -1.0863671502610026e-06 |  2.3071582623858185e-06 |   -7.45194620712783e-07 |  -3.295155596595582e-06 |  1.0908839072240578e-05 | -5.5610101519646535e-06 | -2.4661795197445804e-05 |   8.435565443783177e-05 |  0.00020918607807068372 |  0.00012086979407665665 |  -3.933969532667278e-05 |  -3.331284937941515e-05 |  3.5170087834381895e-05 |  1.5040793161560758e-05 | -2.4620286112419555e-05 |  -8.568348929418569e-06 |  2.1159783101081575e-05 |
| dataset_N-bkg.spectral.norm16 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.2116344846504814e-07 |  -2.919133419379928e-07 |   6.461097642677886e-07 |  -4.430008133907779e-08 |  -8.430721562785916e-07 |   3.079290966689573e-06 | -2.1577088518609316e-06 | -3.4029349369664203e-06 |  1.4696779015213439e-05 |  -1.018458257713899e-05 |  -3.125319196180321e-05 |  0.00012086979407665665 |   0.0002941168140178958 |  0.00018051128786477619 |  -4.927736301874521e-05 |  -6.068469639295655e-05 |   4.324276277892767e-05 |   3.633629738340195e-05 | -2.8059766364337418e-05 | -2.7328252797655866e-05 |
| dataset_N-bkg.spectral.norm17 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.718981136203943e-08 |  1.2827903731885516e-07 |  -4.654201568918698e-07 |  1.1428280302342183e-06 |  -4.947739369512721e-07 |   -4.99288300554842e-07 |  4.2810257649246585e-06 |  -4.006295721748674e-06 | -3.0086495145938757e-06 |  1.9688152615819608e-05 | -1.8457500511354594e-05 |  -3.933969532667278e-05 |  0.00018051128786477619 |   0.0004287121588747439 |  0.00028064164252553477 |    -5.8327741526136e-05 | -0.00010954465177968447 |  4.6961008369328186e-05 |   7.443378077413394e-05 | -3.2782086392984616e-05 |
| dataset_N-bkg.spectral.norm18 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.4352501412907473e-07 |  1.1123522827884127e-07 |  -8.904500675696699e-08 | -1.9783894382220036e-07 |   1.325223889148124e-06 |   -1.16795456458099e-06 |  2.9598578908600414e-07 |     5.3030905412552e-06 |  -6.964735630064038e-06 | -1.1220033444734818e-06 |   2.650454915916272e-05 |  -3.331284937941515e-05 |  -4.927736301874521e-05 |  0.00028064164252553477 |   0.0006513965253816481 |   0.0004599123823767959 | -5.3429702570656444e-05 | -0.00019606170100611064 |   2.690466360566744e-05 |   0.0001504621643144143 |
| dataset_N-bkg.spectral.norm19 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5402078293570588e-08 | -1.9243157251503123e-07 |  4.4310465643410676e-07 |  -4.328861880871039e-07 |  2.8563763866414855e-07 |  1.4595971259604124e-06 | -2.2300452181816066e-06 |  1.8040837840387512e-06 |  6.0114736146595136e-06 | -1.1526869705326964e-05 |    3.79632544291298e-06 |  3.5170087834381895e-05 |  -6.068469639295655e-05 |    -5.8327741526136e-05 |   0.0004599123823767959 |   0.0010369057343813685 |   0.0007848428915639372 |  -2.164970045878084e-05 |  -0.0003456994003210506 |  -8.755124963243182e-06 |
| dataset_N-bkg.spectral.norm20 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -4.4654031163321396e-08 |   -1.11091823811974e-07 | -1.0616886944184887e-08 |   5.130196569937012e-07 |  -5.783202750911269e-07 |  1.0443353846952073e-06 |  1.2590368234260739e-06 |  -3.148996938608806e-06 |   4.537699308865784e-06 |   5.149356868742199e-06 | -1.7665623757717113e-05 |  1.5040793161560758e-05 |   4.324276277892767e-05 | -0.00010954465177968447 | -5.3429702570656444e-05 |   0.0007848428915639372 |   0.0017047777578376325 |   0.0013925638407207678 |  0.00010651556033571533 |  -0.0007015046967986028 |
| dataset_N-bkg.spectral.norm21 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -1.58263859332102e-07 |   4.155705126655555e-08 | -2.8985806032752597e-07 |  4.5510176162494496e-07 |  3.1931677517859804e-07 |  -5.831701902349355e-07 |  2.2451784354177655e-06 |  3.4283844494045447e-07 | -3.6791959311503556e-06 |   8.730420549565034e-06 |  1.4516108868114155e-06 | -2.4620286112419555e-05 |   3.633629738340195e-05 |  4.6961008369328186e-05 | -0.00019606170100611064 |  -2.164970045878084e-05 |   0.0013925638407207678 |    0.002952145350851678 |    0.002572605665649705 |   0.0003431759555147502 |
| dataset_N-bkg.spectral.norm22 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5522047590450396e-07 |  -5.225405833997236e-08 |  1.7758717206758416e-08 | -1.6228920747229786e-07 |   8.098071584468491e-07 |  -1.160946792349741e-07 |   -8.81274629363823e-08 |   3.322245080108701e-06 | -1.8258289171438445e-06 | -2.4164634122337217e-06 |  1.3894998169497338e-05 |  -8.568348929418569e-06 | -2.8059766364337418e-05 |   7.443378077413394e-05 |   2.690466360566744e-05 |  -0.0003456994003210506 |  0.00010651556033571533 |    0.002572605665649705 |    0.005492808456702357 |   0.0058602560919611595 |
| dataset_N-bkg.spectral.norm23 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.949145063177906e-08 |  -1.763627465719945e-07 |   2.218741066909327e-07 | -1.5477564507149283e-07 |  1.5897479559455294e-07 |  1.0805262623987156e-06 |  -9.051260207848325e-07 |   8.673454895649357e-07 |     4.2519258895361e-06 |  -5.492022423621656e-06 |   4.599941701447695e-07 |  2.1159783101081575e-05 | -2.7328252797655866e-05 | -3.2782086392984616e-05 |   0.0001504621643144143 |  -8.755124963243182e-06 |  -0.0007015046967986028 |   0.0003431759555147502 |   0.0058602560919611595 |    0.013916070743424174 |
