|                    Parameters |                     0 |                     1 |   2 |   3 |   4 |                     5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |
|  dataset_N-bkg.spectral.norm1 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm2 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm3 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm4 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    0.007311075242771723 |    0.002107863730400729 | -0.00012154997873465429 |  -9.449842488779833e-05 |  5.8499105222594117e-05 | -1.6686038878035244e-05 |  -3.084241078540803e-06 |   7.900612156173163e-06 | -5.8043943148170295e-06 |  2.1665369235541782e-06 |   5.681777618310821e-07 | -1.7085230096225978e-06 |   1.543077239092064e-06 |  -6.861190813712864e-07 | -2.7378080804729226e-07 |   9.039619986659635e-07 |  -9.447700464397023e-07 |   1.778622361427865e-07 |  1.5323968014320216e-06 |  -1.815253648999465e-06 |
|  dataset_N-bkg.spectral.norm5 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    0.002107863730400729 |   0.0014227956089638135 |   0.0003541044661994589 |  -6.642679057905946e-05 |  -4.839239333660704e-06 |  1.4441063806507522e-05 |   -8.86770328829858e-06 |   2.610481033971123e-06 |   9.996974362659503e-07 | -2.0291075150015734e-06 |  1.5568104128824766e-06 |  -5.773381491092442e-07 |  -2.523946147961584e-07 |   6.508119616718922e-07 |  -6.001719303056746e-07 |   2.232335231994013e-07 |  2.9693898967883105e-07 |  -7.381257373786685e-07 |   6.010412475325093e-07 |  2.3957604164298506e-06 |
|  dataset_N-bkg.spectral.norm6 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00012154997873465429 |   0.0003541044661994589 |   0.0003600090660414249 |   8.599448633707383e-05 |   -2.72665033555453e-05 |  3.4016069988067823e-06 |  3.7901871298676632e-06 |  -3.972967638317516e-06 |  2.0833826073905613e-06 |  -2.951363756392311e-07 |  -6.748584920113484e-07 |   8.557304485301725e-07 |  -5.495376039742234e-07 |   8.870142440218086e-08 |   2.831434866481504e-07 | -4.2945001078784383e-07 |  2.9436335428563427e-07 |   1.386712153554484e-07 |  -8.006016332993754e-07 |  2.1126018578918703e-08 |
|  dataset_N-bkg.spectral.norm7 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.449842488779833e-05 |  -6.642679057905946e-05 |   8.599448633707383e-05 |  0.00012250708020623849 |  3.0251808112703733e-05 | -1.2296801351913428e-05 |  2.6727495258160394e-06 |  1.2652839846567234e-06 |  -1.988824698503578e-06 |  1.3243774503987176e-06 | -3.8975020133948085e-07 |  -2.718562373366564e-07 |   5.158653511279832e-07 | -4.1623081482807736e-07 |  1.3256824757036427e-07 |  1.7363781139512609e-07 |  -3.648808330719994e-07 |   3.062842703913277e-07 |  2.1989963821542762e-07 | -1.3285878080660441e-06 |
|  dataset_N-bkg.spectral.norm8 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  5.8499105222594117e-05 |  -4.839239333660704e-06 |   -2.72665033555453e-05 |  3.0251808112703733e-05 |   5.604629218204028e-05 |  1.4327027057323264e-05 |  -6.826085323149039e-06 |   1.930129690095804e-06 |   5.124215052126381e-07 | -1.2041952776152815e-06 |   9.416337256153466e-07 |  -3.625511441713962e-07 | -1.3568196967292615e-07 |  3.8088647296677887e-07 |  -3.585680485163899e-07 |  1.4025195220776568e-07 |  1.6907149963618662e-07 |  -4.356140818760495e-07 |   3.735029160883557e-07 |   1.417058525048889e-06 |
|  dataset_N-bkg.spectral.norm9 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.6686038878035244e-05 |  1.4441063806507522e-05 |  3.4016069988067823e-06 | -1.2296801351913428e-05 |  1.4327027057323264e-05 |  3.1856657733667527e-05 |    8.45050479247619e-06 |  -4.491904411366739e-06 |  1.4824074103526761e-06 |   2.493383926373705e-07 |  -8.659533608569073e-07 |   7.584278613886963e-07 |  -3.355317027944271e-07 |  -9.181906115305944e-08 |   3.455561486890394e-07 | -3.5956060182151823e-07 |  1.3810932164943457e-07 |  2.7581161792542364e-07 |  -7.153741069976864e-07 |  -5.635629711096965e-07 |
| dataset_N-bkg.spectral.norm10 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -3.084241078540803e-06 |   -8.86770328829858e-06 |  3.7901871298676632e-06 |  2.6727495258160394e-06 |  -6.826085323149039e-06 |    8.45050479247619e-06 |  2.1306022453789522e-05 |   5.853052065446104e-06 |  -3.368486124086481e-06 |   1.229218879744887e-06 |   1.466564545124204e-07 |   -7.17477459428491e-07 |   6.821869797571742e-07 |   -3.25643264696467e-07 |  -9.098888697835969e-08 |   3.790879813010522e-07 | -4.1691886142548064e-07 |  1.0849604593927786e-07 |   6.404339277561036e-07 |  -8.607491746686476e-07 |
| dataset_N-bkg.spectral.norm11 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   7.900612156173163e-06 |   2.610481033971123e-06 |  -3.972967638317516e-06 |  1.2652839846567234e-06 |   1.930129690095804e-06 |  -4.491904411366739e-06 |   5.853052065446104e-06 |   1.617963802582573e-05 |    4.59354982583845e-06 | -2.8121133888550734e-06 |  1.1015623569529207e-06 |  1.0823082908626648e-07 |  -6.741522583275204e-07 |   6.821708711004021e-07 | -3.3739882662867687e-07 | -1.2976373099864967e-07 |   5.074061990246786e-07 |  -5.723377243644834e-07 |   -6.82269263232615e-08 |   2.248133651973746e-06 |
| dataset_N-bkg.spectral.norm12 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -5.8043943148170295e-06 |   9.996974362659503e-07 |  2.0833826073905613e-06 |  -1.988824698503578e-06 |   5.124215052126381e-07 |  1.4824074103526761e-06 |  -3.368486124086481e-06 |    4.59354982583845e-06 |   1.362577414613508e-05 |  4.0024014531686765e-06 | -2.5786410005673035e-06 |  1.0632555429218064e-06 |   1.075602385038171e-07 |  -7.167826871237521e-07 |   7.600675621046127e-07 |  -3.706367561288282e-07 | -2.5518675396609923e-07 |   8.646476044878389e-07 |   -8.94413656255543e-07 |  -2.704878219206464e-06 |
| dataset_N-bkg.spectral.norm13 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.1665369235541782e-06 | -2.0291075150015734e-06 |  -2.951363756392311e-07 |  1.3243774503987176e-06 | -1.2041952776152815e-06 |   2.493383926373705e-07 |   1.229218879744887e-06 | -2.8121133888550734e-06 |  4.0024014531686765e-06 |  1.2545697431565846e-05 |  3.8277239143341265e-06 | -2.5788876770230373e-06 |  1.1024423593615919e-06 |  1.4514824743946896e-07 |  -8.654739214251937e-07 |   9.461111053878964e-07 |  -4.071537220185622e-07 |  -6.522950209738139e-07 |  1.8401642215691633e-06 |  1.2407811654257611e-06 |
| dataset_N-bkg.spectral.norm14 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   5.681777618310821e-07 |  1.5568104128824766e-06 |  -6.748584920113484e-07 | -3.8975020133948085e-07 |   9.416337256153466e-07 |  -8.659533608569073e-07 |   1.466564545124204e-07 |  1.1015623569529207e-06 | -2.5786410005673035e-06 |  3.8277239143341265e-06 |  1.2546680397318138e-05 |   4.001996672508006e-06 | -2.8120736493524675e-06 |  1.2307698057223376e-06 |   2.446722251230991e-07 | -1.1974257917658125e-06 |  1.3263892974896642e-06 | -3.6001703803478057e-07 | -1.9915339828403453e-06 |   2.729441056770107e-06 |
| dataset_N-bkg.spectral.norm15 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.7085230096225978e-06 |  -5.773381491092442e-07 |   8.557304485301725e-07 |  -2.718562373366564e-07 |  -3.625511441713962e-07 |   7.584278613886963e-07 |   -7.17477459428491e-07 |  1.0823082908626648e-07 |  1.0632555429218064e-06 | -2.5788876770230373e-06 |   4.001996672508006e-06 |  1.3630378708371042e-05 |   4.591340498008959e-06 | -3.3687832412733396e-06 |  1.4913173756593894e-06 |   4.875691031053894e-07 |  -1.956725915501228e-06 |  2.1701614473680888e-06 |   3.050060619933213e-07 |  -8.454331083209553e-06 |
| dataset_N-bkg.spectral.norm16 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.543077239092064e-06 |  -2.523946147961584e-07 |  -5.495376039742234e-07 |   5.158653511279832e-07 | -1.3568196967292615e-07 |  -3.355317027944271e-07 |   6.821869797571742e-07 |  -6.741522583275204e-07 |   1.075602385038171e-07 |  1.1024423593615919e-06 | -2.8120736493524675e-06 |   4.591340498008959e-06 |  1.6191265309426068e-05 |  5.8505621529405245e-06 |  -4.502112621919933e-06 |  1.9694071151483356e-06 |  1.1867666814725291e-06 |  -4.020423716760124e-06 |   4.059354861241908e-06 |  1.2468153622651607e-05 |
| dataset_N-bkg.spectral.norm17 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.861190813712864e-07 |   6.508119616718922e-07 |   8.870142440218086e-08 | -4.1623081482807736e-07 |  3.8088647296677887e-07 |  -9.181906115305944e-08 |   -3.25643264696467e-07 |   6.821708711004021e-07 |  -7.167826871237521e-07 |  1.4514824743946896e-07 |  1.2307698057223376e-06 | -3.3687832412733396e-06 |  5.8505621529405245e-06 |   2.133030128306333e-05 |    8.45277830843126e-06 | -6.8572270224002995e-06 |   2.771975526004364e-06 |  3.6565083287891202e-06 | -1.0495286912671844e-05 |  -6.908056152750443e-06 |
| dataset_N-bkg.spectral.norm18 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.7378080804729226e-07 |  -6.001719303056746e-07 |   2.831434866481504e-07 |  1.3256824757036427e-07 |  -3.585680485163899e-07 |   3.455561486890394e-07 |  -9.098888697835969e-08 | -3.3739882662867687e-07 |   7.600675621046127e-07 |  -8.654739214251937e-07 |   2.446722251230991e-07 |  1.4913173756593894e-06 |  -4.502112621919933e-06 |    8.45277830843126e-06 |   3.193912581115554e-05 |  1.4291567034539857e-05 | -1.2320979564583755e-05 |  3.8714440494823945e-06 |  1.3959930368968479e-05 | -2.1476239425324573e-05 |
| dataset_N-bkg.spectral.norm19 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   9.039619986659635e-07 |   2.232335231994013e-07 | -4.2945001078784383e-07 |  1.7363781139512609e-07 |  1.4025195220776568e-07 | -3.5956060182151823e-07 |   3.790879813010522e-07 | -1.2976373099864967e-07 |  -3.706367561288282e-07 |   9.461111053878964e-07 | -1.1974257917658125e-06 |   4.875691031053894e-07 |  1.9694071151483356e-06 | -6.8572270224002995e-06 |  1.4291567034539857e-05 |   5.648593315297084e-05 |  2.9978485006683774e-05 | -2.8199412262513565e-05 |  2.5546194949034765e-06 |   8.625317963075793e-05 |
| dataset_N-bkg.spectral.norm20 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.447700464397023e-07 |  2.9693898967883105e-07 |  2.9436335428563427e-07 |  -3.648808330719994e-07 |  1.6907149963618662e-07 |  1.3810932164943457e-07 | -4.1691886142548064e-07 |   5.074061990246786e-07 | -2.5518675396609923e-07 |  -4.071537220185622e-07 |  1.3263892974896642e-06 |  -1.956725915501228e-06 |  1.1867666814725291e-06 |   2.771975526004364e-06 | -1.2320979564583755e-05 |  2.9978485006683774e-05 |  0.00012472456940136015 |   8.676140111268596e-05 |  -8.880111475411817e-05 |  -0.0001597706531657935 |
| dataset_N-bkg.spectral.norm21 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.778622361427865e-07 |  -7.381257373786685e-07 |   1.386712153554484e-07 |   3.062842703913277e-07 |  -4.356140818760495e-07 |  2.7581161792542364e-07 |  1.0849604593927786e-07 |  -5.723377243644834e-07 |   8.646476044878389e-07 |  -6.522950209738139e-07 | -3.6001703803478057e-07 |  2.1701614473680888e-06 |  -4.020423716760124e-06 |  3.6565083287891202e-06 |  3.8714440494823945e-06 | -2.8199412262513565e-05 |   8.676140111268596e-05 |   0.0003778740310836931 |  0.00039012765383653595 | -0.00010062021626617353 |
| dataset_N-bkg.spectral.norm22 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.5323968014320216e-06 |   6.010412475325093e-07 |  -8.006016332993754e-07 |  2.1989963821542762e-07 |   3.735029160883557e-07 |  -7.153741069976864e-07 |   6.404339277561036e-07 |   -6.82269263232615e-08 |   -8.94413656255543e-07 |  1.8401642215691633e-06 | -1.9915339828403453e-06 |   3.050060619933213e-07 |   4.059354861241908e-06 | -1.0495286912671844e-05 |  1.3959930368968479e-05 |  2.5546194949034765e-06 |  -8.880111475411817e-05 |  0.00039012765383653595 |   0.0019412178735706128 |   0.0034965261100833064 |
| dataset_N-bkg.spectral.norm23 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.815253648999465e-06 |  2.3957604164298506e-06 |  2.1126018578918703e-08 | -1.3285878080660441e-06 |   1.417058525048889e-06 |  -5.635629711096965e-07 |  -8.607491746686476e-07 |   2.248133651973746e-06 |  -2.704878219206464e-06 |  1.2407811654257611e-06 |   2.729441056770107e-06 |  -8.454331083209553e-06 |  1.2468153622651607e-05 |  -6.908056152750443e-06 | -2.1476239425324573e-05 |   8.625317963075793e-05 |  -0.0001597706531657935 | -0.00010062021626617353 |   0.0034965261100833064 |     0.01145395024640045 |
