|                    Parameters |                      0 |                      1 |   2 |   3 |   4 |                      5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |
|  dataset_N-bkg.spectral.norm2 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm3 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm4 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  0.00022878362644626095 |  1.4505009316041637e-05 | -1.5526762192546623e-05 |  1.0047011651142096e-05 |  2.4325656106236634e-06 |  -3.825318570538475e-06 |   3.348333504379001e-06 |   2.275372196541125e-06 | -1.6128348217229653e-06 |  3.6268683746684617e-07 |  1.3365767471808401e-06 |  -4.395993859502949e-07 |  -6.735129667454515e-07 |  1.8999756903604385e-07 |  1.3720288191916289e-08 |  -5.845477510731775e-07 |  -6.059468261026668e-07 |   -3.72085342776289e-07 |  -3.392079559081199e-07 | -4.0711686524135496e-07 |
|  dataset_N-bkg.spectral.norm5 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.4505009316041637e-05 |  0.00012336978464452607 |   3.286895378083828e-05 |  -2.085611837724357e-05 |   4.572144608392602e-06 |   8.517285052616048e-06 |  -5.426782731967915e-06 |   1.711157814111804e-07 |   4.858741891679848e-06 |   -7.39860841853006e-07 | -1.4282065311081953e-06 |  1.5746524737196752e-06 |   6.851498691926754e-07 | -1.0309070119161172e-06 | -3.8381893402799783e-07 |  4.1280133048640464e-07 |  -5.080046142693841e-08 |  -6.443423850067926e-07 |  -5.908904984611986e-07 |  -2.493382075896013e-07 |
|  dataset_N-bkg.spectral.norm6 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.5526762192546623e-05 |   3.286895378083828e-05 |   0.0001262922988576222 |   5.949411856564964e-05 | -2.2650296339440327e-05 | -2.2516529184684334e-06 |  1.6369897294485935e-05 | -3.8503562903896615e-06 |    -4.5668288833418e-06 |   6.339221171082025e-06 |   1.824873729723011e-06 | -2.9520276532787646e-06 |   7.934131806182751e-07 |   2.273263750844262e-06 |  -3.386669809484798e-07 | -1.0967744288260926e-06 |   2.640341882663803e-07 |   7.848688976963726e-07 |  1.3751311138583312e-07 |  -4.097322672295248e-07 |
|  dataset_N-bkg.spectral.norm7 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.0047011651142096e-05 |  -2.085611837724357e-05 |   5.949411856564964e-05 |  0.00013928359442888893 |   6.623897246043944e-05 | -2.4535390753831146e-05 |  -6.259382901511218e-06 |  1.9337763416327964e-05 |  -1.478807179563855e-06 |  -6.792341995799615e-06 |   6.109190889804886e-06 |   3.911150744861887e-06 | -2.9871472486880695e-06 |  -2.292886277186539e-07 |  3.0411066486111757e-06 |  1.0562635104204686e-06 |  -8.992253544592787e-07 | -1.0610768769668563e-07 |  1.0898722161739873e-06 |  1.0849891286541489e-06 |
|  dataset_N-bkg.spectral.norm8 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.4325656106236634e-06 |   4.572144608392602e-06 | -2.2650296339440327e-05 |   6.623897246043944e-05 |    0.000153898616247641 |    7.39691666513135e-05 |  -2.928453545673917e-05 | -1.0858799756505302e-05 |  2.1896354381487387e-05 |   3.815139576477388e-07 |   -8.98913340767167e-06 |   5.640607924335721e-06 |   6.005708699534772e-06 | -2.6122455459238238e-06 | -1.4375115224186808e-06 |  3.3176363556441767e-06 |  2.7236416161727886e-06 |   2.375176412707185e-08 |  -3.889902519512901e-07 |   6.820483980491709e-07 |
|  dataset_N-bkg.spectral.norm9 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -3.825318570538475e-06 |   8.517285052616048e-06 | -2.2516529184684334e-06 | -2.4535390753831146e-05 |    7.39691666513135e-05 |  0.00018226220716705978 |  0.00010030997970407132 |  -3.015301738787707e-05 | -2.0133577758846294e-05 |   2.504161381106573e-05 |   4.736826481629255e-06 |  -1.237598702586482e-05 |   3.784842872827614e-06 |   9.294713159075376e-06 | -1.0308872764074645e-06 | -3.3649678986642354e-06 |   2.466778181111814e-06 |    4.58702552862158e-06 |  1.9653640235854403e-06 | -3.4974780509394797e-07 |
| dataset_N-bkg.spectral.norm10 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   3.348333504379001e-06 |  -5.426782731967915e-06 |  1.6369897294485935e-05 |  -6.259382901511218e-06 |  -2.928453545673917e-05 |  0.00010030997970407132 |  0.00023931864358460293 |   0.0001384091988936328 | -3.4624923319611075e-05 |  -3.166304545897546e-05 |  3.0870841302584585e-05 |  1.0801655807470514e-05 | -1.6946761446663182e-05 |   6.909787137220169e-07 |   1.346849956153237e-05 |   2.350082915417732e-06 |  -5.024881081833623e-06 |   2.444477403640552e-07 |   5.508707714901264e-06 |    4.68712294476587e-06 |
| dataset_N-bkg.spectral.norm11 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.275372196541125e-06 |   1.711157814111804e-07 | -3.8503562903896615e-06 |  1.9337763416327964e-05 | -1.0858799756505302e-05 |  -3.015301738787707e-05 |   0.0001384091988936328 |   0.0003083418065288014 |   0.0001796408714166442 |  -4.122867408216869e-05 |  -4.483289362655485e-05 |  3.7375392388566444e-05 |  1.8989888644046146e-05 |  -2.136027708384639e-05 |  -4.675067735598898e-06 |  1.7142790312011194e-05 |   8.405724528246687e-06 | -4.6635420030880655e-06 |  -3.328470665560752e-06 |  3.5311094704240346e-06 |
| dataset_N-bkg.spectral.norm12 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.6128348217229653e-06 |   4.858741891679848e-06 |    -4.5668288833418e-06 |  -1.478807179563855e-06 |  2.1896354381487387e-05 | -2.0133577758846294e-05 | -3.4624923319611075e-05 |   0.0001796408714166442 |    0.000388178793060933 |  0.00023086373925126157 |  -4.830301616902565e-05 |  -6.421216009969091e-05 |   4.367385656583318e-05 |   3.236499258203703e-05 |  -2.484784469816269e-05 | -1.4794271709789441e-05 |  1.7970772143852572e-05 |  1.7182994333585764e-05 |  -6.080409962157174e-07 |   -7.71949511766592e-06 |
| dataset_N-bkg.spectral.norm13 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.6268683746684617e-07 |   -7.39860841853006e-07 |   6.339221171082025e-06 |  -6.792341995799615e-06 |   3.815139576477388e-07 |   2.504161381106573e-05 |  -3.166304545897546e-05 |  -4.122867408216869e-05 |  0.00023086373925126157 |   0.0004913678303079338 |   0.0003022895241903341 | -5.3645409821113215e-05 |  -9.359533063523768e-05 |  4.7027051034703673e-05 |   5.320837151254295e-05 | -2.3784915924363245e-05 | -3.0236987080394424e-05 |  1.1527621436545723e-05 |  2.5846453730619015e-05 |   9.955440269122641e-06 |
| dataset_N-bkg.spectral.norm14 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.3365767471808401e-06 | -1.4282065311081953e-06 |   1.824873729723011e-06 |   6.109190889804886e-06 |   -8.98913340767167e-06 |   4.736826481629255e-06 |  3.0870841302584585e-05 |  -4.483289362655485e-05 |  -4.830301616902565e-05 |   0.0003022895241903341 |   0.0006386005123873281 |  0.00041101002774413876 |  -5.548437205679757e-05 | -0.00014021768825849055 |  4.3891978093056116e-05 |   8.601495383988039e-05 | -1.0886422315966635e-05 | -4.8741896719315406e-05 | -6.8520218847325005e-06 |  2.9054100778635047e-05 |
| dataset_N-bkg.spectral.norm15 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.395993859502949e-07 |  1.5746524737196752e-06 | -2.9520276532787646e-06 |   3.911150744861887e-06 |   5.640607924335721e-06 |  -1.237598702586482e-05 |  1.0801655807470514e-05 |  3.7375392388566444e-05 |  -6.421216009969091e-05 | -5.3645409821113215e-05 |  0.00041101002774413876 |   0.0008572978198676406 |   0.0005812887240628391 |  -4.536580786572752e-05 |  -0.0002124397133376858 |  2.2675789233056078e-05 |  0.00013055899800855085 |  2.4743250922882837e-05 |  -6.204179127271408e-05 |  -4.437448221207109e-05 |
| dataset_N-bkg.spectral.norm16 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.735129667454515e-07 |   6.851498691926754e-07 |   7.934131806182751e-07 | -2.9871472486880695e-06 |   6.005708699534772e-06 |   3.784842872827614e-06 | -1.6946761446663182e-05 |  1.8989888644046146e-05 |   4.367385656583318e-05 |  -9.359533063523768e-05 |  -5.548437205679757e-05 |   0.0005812887240628391 |   0.0011942689733652036 |   0.0008565871571651559 |  -9.120210186425721e-06 |  -0.0003260257125083121 |  -4.026526218256423e-05 |  0.00017847734432731207 |    9.51044398760006e-05 |  -5.163928682446481e-05 |
| dataset_N-bkg.spectral.norm17 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.8999756903604385e-07 | -1.0309070119161172e-06 |   2.273263750844262e-06 |  -2.292886277186539e-07 | -2.6122455459238238e-06 |   9.294713159075376e-06 |   6.909787137220169e-07 |  -2.136027708384639e-05 |   3.236499258203703e-05 |  4.7027051034703673e-05 | -0.00014021768825849055 |  -4.536580786572752e-05 |   0.0008565871571651559 |   0.0017227274239891113 |   0.0013104619819300353 |   9.359471222522347e-05 | -0.00048804403077934026 | -0.00018127619056341988 |  0.00020538573984561266 |  0.00022471428758714595 |
| dataset_N-bkg.spectral.norm18 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.3720288191916289e-08 | -3.8381893402799783e-07 |  -3.386669809484798e-07 |  3.0411066486111757e-06 | -1.4375115224186808e-06 | -1.0308872764074645e-06 |   1.346849956153237e-05 |  -4.675067735598898e-06 |  -2.484784469816269e-05 |   5.320837151254295e-05 |  4.3891978093056116e-05 |  -0.0002124397133376858 |  -9.120210186425721e-06 |   0.0013104619819300353 |    0.002579370860157149 |   0.0020942765387058117 |  0.00035929868683414563 |  -0.0006923792442760647 |   -0.000460257328765477 |   0.0001422412472357027 |
| dataset_N-bkg.spectral.norm19 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -5.845477510731775e-07 |  4.1280133048640464e-07 | -1.0967744288260926e-06 |  1.0562635104204686e-06 |  3.3176363556441767e-06 | -3.3649678986642354e-06 |   2.350082915417732e-06 |  1.7142790312011194e-05 | -1.4794271709789441e-05 | -2.3784915924363245e-05 |   8.601495383988039e-05 |  2.2675789233056078e-05 |  -0.0003260257125083121 |   9.359471222522347e-05 |   0.0020942765387058117 |   0.0040091186575021585 |   0.0034629390099484452 |   0.0009604454716658573 |  -0.0009172484680754195 |  -0.0010422026096610052 |
| dataset_N-bkg.spectral.norm20 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.059468261026668e-07 |  -5.080046142693841e-08 |   2.640341882663803e-07 |  -8.992253544592787e-07 |  2.7236416161727886e-06 |   2.466778181111814e-06 |  -5.024881081833623e-06 |   8.405724528246687e-06 |  1.7970772143852572e-05 | -3.0236987080394424e-05 | -1.0886422315966635e-05 |  0.00013055899800855085 |  -4.026526218256423e-05 | -0.00048804403077934026 |  0.00035929868683414563 |   0.0034629390099484452 |    0.006403129190039513 |    0.005855318109246041 |    0.002252244875673796 |  -0.0010023195198438823 |
| dataset_N-bkg.spectral.norm21 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   -3.72085342776289e-07 |  -6.443423850067926e-07 |   7.848688976963726e-07 | -1.0610768769668563e-07 |   2.375176412707185e-08 |    4.58702552862158e-06 |   2.444477403640552e-07 | -4.6635420030880655e-06 |  1.7182994333585764e-05 |  1.1527621436545723e-05 | -4.8741896719315406e-05 |  2.4743250922882837e-05 |  0.00017847734432731207 | -0.00018127619056341988 |  -0.0006923792442760647 |   0.0009604454716658573 |    0.005855318109246041 |    0.010506133257277162 |    0.010325754517022112 |   0.0055990267428823095 |
| dataset_N-bkg.spectral.norm22 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -3.392079559081199e-07 |  -5.908904984611986e-07 |  1.3751311138583312e-07 |  1.0898722161739873e-06 |  -3.889902519512901e-07 |  1.9653640235854403e-06 |   5.508707714901264e-06 |  -3.328470665560752e-06 |  -6.080409962157174e-07 |  2.5846453730619015e-05 | -6.8520218847325005e-06 |  -6.204179127271408e-05 |    9.51044398760006e-05 |  0.00020538573984561266 |   -0.000460257328765477 |  -0.0009172484680754195 |    0.002252244875673796 |    0.010325754517022112 |    0.018429239539600684 |    0.020080536105306263 |
| dataset_N-bkg.spectral.norm23 |                    0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -4.0711686524135496e-07 |  -2.493382075896013e-07 |  -4.097322672295248e-07 |  1.0849891286541489e-06 |   6.820483980491709e-07 | -3.4974780509394797e-07 |    4.68712294476587e-06 |  3.5311094704240346e-06 |   -7.71949511766592e-06 |   9.955440269122641e-06 |  2.9054100778635047e-05 |  -4.437448221207109e-05 |  -5.163928682446481e-05 |  0.00022471428758714595 |   0.0001422412472357027 |  -0.0010422026096610052 |  -0.0010023195198438823 |   0.0055990267428823095 |    0.020080536105306263 |     0.03459927664252266 |
