|                    Parameters |                     0 |                      1 |   2 |   3 |   4 |                      5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |                      13 |                      14 |                      15 |                     16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |
|  dataset_N-bkg.spectral.norm3 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm4 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   0.0011134907548440557 |  0.00011213345087647201 | -0.00010073913901830244 | 3.5535727878441484e-05 |  3.3398165991463326e-05 | -2.1445479152652744e-05 |  1.7512986675326973e-06 |   1.915227203237515e-05 |  -7.313471138975908e-07 |  -5.859186098830175e-06 |   4.169381812914542e-06 |   3.459961765009462e-06 |    -2.8061617428986e-06 | -2.8003666962971326e-06 | -1.4295051442891552e-07 |  -3.817478117841954e-07 | -2.1694431064588596e-06 | -2.8344557288231606e-06 |  -2.275710713801746e-06 | -1.4654873622511583e-06 |
|  dataset_N-bkg.spectral.norm5 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  0.00011213345087647201 |    0.000571466456385197 |  0.00020544612674637094 |  -9.45199127541463e-05 | -1.0876555184571637e-05 |   5.495574968262498e-05 |   -8.36545770931531e-06 | -1.7633103197067874e-05 |   1.755861277217676e-05 |  1.0885711332872686e-05 |  -7.481233992731614e-06 |  -1.863582767279415e-06 |   5.663674265455907e-06 |  1.1072431754533337e-06 | -3.6172763931260668e-06 |  -2.274092018147582e-06 |  -5.753532751077478e-08 |  -3.091202864525315e-07 | -1.4560755932944759e-06 | -1.7548102045328965e-06 |
|  dataset_N-bkg.spectral.norm6 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00010073913901830244 |  0.00020544612674637094 |   0.0005711675367519799 | 0.00030949444279755633 |  -7.486696264296874e-05 |  -4.716057352249029e-05 |   7.181595325603936e-05 |  1.5590781420202824e-05 | -2.9935219270414665e-05 |   9.150879473712805e-06 |  2.1402049349482528e-05 |  -3.049972481837595e-06 |  -7.341761440316685e-06 |   4.760259257751975e-06 |   6.239806978192805e-06 |  -4.916971427285125e-07 |  -3.010174394112848e-06 |   -8.26968716297818e-07 |  1.0256796133681699e-06 |   9.906238341437976e-07 |
|  dataset_N-bkg.spectral.norm7 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.5535727878441484e-05 |   -9.45199127541463e-05 |  0.00030949444279755633 |  0.0006480200262133349 |   0.0003365885134715959 |  -8.772044869076218e-05 |  -6.371461635602708e-05 |   7.841320792331761e-05 |   2.669975590709259e-05 |  -3.331139061571541e-05 |   4.451298853046095e-06 |   2.631526548357251e-05 |  1.8753673793873552e-06 |  -8.921972651655246e-06 |  3.1306237400083165e-06 |   9.431636212740649e-06 |   4.274684145540017e-06 |   -6.06702769047551e-07 |  -5.747817633952957e-07 |  1.0678124648652455e-06 |
|  dataset_N-bkg.spectral.norm8 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  3.3398165991463326e-05 | -1.0876555184571637e-05 |  -7.486696264296874e-05 |  0.0003365885134715959 |   0.0007051842092774031 |   0.0003806903393115765 | -0.00010072268125251458 |  -9.112625986122281e-05 |   8.271592956714306e-05 |   4.047014644359817e-05 |  -3.799033118525926e-05 | -3.6881373403571157e-06 |    3.13288365481849e-05 |    9.74722442005467e-06 |  -9.499062924187188e-06 |  -5.697629087423813e-07 |  1.0725640369291529e-05 |   9.605327507194132e-06 |  3.5925822399739365e-06 |   3.872804501769086e-07 |
|  dataset_N-bkg.spectral.norm9 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.1445479152652744e-05 |   5.495574968262498e-05 |  -4.716057352249029e-05 | -8.772044869076218e-05 |   0.0003806903393115765 |   0.0008284125333537286 |     0.00049935687448064 |  -8.584601339830999e-05 | -0.00013227198882723263 |   8.008271818686882e-05 |   6.418987941279246e-05 | -3.8956186414898645e-05 | -1.8514471869065204e-05 |   3.360623125602831e-05 |   2.284133696437236e-05 |  -5.596781173809404e-06 |  -5.916770885896776e-06 |   7.547968328651829e-06 |  1.2573348094382403e-05 |   8.559955721350508e-06 |
| dataset_N-bkg.spectral.norm10 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.7512986675326973e-06 |   -8.36545770931531e-06 |   7.181595325603936e-05 | -6.371461635602708e-05 | -0.00010072268125251458 |     0.00049935687448064 |   0.0010758970143557936 |   0.0006774460661877833 |   -8.52330450402082e-05 | -0.00018812626091516195 |   8.717626388716992e-05 |   9.844213979942661e-05 | -4.1090380562851416e-05 |  -3.952979874584197e-05 |    3.36277059458111e-05 |    4.05323640295611e-05 |   5.158102867350847e-06 |  -8.969366589056593e-06 |   5.886860028023538e-07 |   9.761722293225178e-06 |
| dataset_N-bkg.spectral.norm11 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.915227203237515e-05 | -1.7633103197067874e-05 |  1.5590781420202824e-05 |  7.841320792331761e-05 |  -9.112625986122281e-05 |  -8.584601339830999e-05 |   0.0006774460661877833 |   0.0013696020956266099 |   0.0008684896858504761 |  -9.043019530015562e-05 |  -0.0002539978300402079 |   9.086401104686641e-05 |   0.0001416959050333655 | -3.4189450467563554e-05 |  -6.524264460248457e-05 |  2.2906034078880062e-05 |   5.708400093010642e-05 |  2.4907143247620966e-05 | -4.5076035304746075e-06 |  -7.648457292027043e-06 |
| dataset_N-bkg.spectral.norm12 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.313471138975908e-07 |   1.755861277217676e-05 | -2.9935219270414665e-05 |  2.669975590709259e-05 |   8.271592956714306e-05 | -0.00013227198882723263 |   -8.52330450402082e-05 |   0.0008684896858504761 |    0.001704466797303691 |   0.0010988387342295508 |  -9.038873100991081e-05 | -0.00034282238470018084 |    8.21964508493797e-05 |  0.00020012568604444882 |  -9.459720964050158e-06 |  -9.551457779560431e-05 |  -7.551384837353597e-06 |   6.119525535211895e-05 |  4.8323533993558754e-05 |  1.1709413927338043e-05 |
| dataset_N-bkg.spectral.norm13 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -5.859186098830175e-06 |  1.0885711332872686e-05 |   9.150879473712805e-06 | -3.331139061571541e-05 |   4.047014644359817e-05 |   8.008271818686882e-05 | -0.00018812626091516195 |  -9.043019530015562e-05 |   0.0010988387342295508 |    0.002133986350440319 |    0.001424810764925044 |  -6.378251313773415e-05 | -0.00047104574818926907 |   3.926666909994754e-05 |   0.0002731062085730209 |  5.0850131687257706e-05 | -0.00011513389252253211 |   -5.95765781553243e-05 |   3.760570220621453e-05 |   6.101669033312296e-05 |
| dataset_N-bkg.spectral.norm14 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.169381812914542e-06 |  -7.481233992731614e-06 |  2.1402049349482528e-05 |  4.451298853046095e-06 |  -3.799033118525926e-05 |   6.418987941279246e-05 |   8.717626388716992e-05 |  -0.0002539978300402079 |  -9.038873100991081e-05 |    0.001424810764925044 |   0.0027534302457953817 |   0.0019222744113217922 |   7.041766949663017e-06 |  -0.0006616607507161838 |  -6.308525070108416e-05 |  0.00035748078193312407 |  0.00016785082287371872 |   -9.56957580368954e-05 | -0.00012024499834555024 | -2.6239111509868953e-05 |
| dataset_N-bkg.spectral.norm15 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   3.459961765009462e-06 |  -1.863582767279415e-06 |  -3.049972481837595e-06 |  2.631526548357251e-05 | -3.6881373403571157e-06 | -3.8956186414898645e-05 |   9.844213979942661e-05 |   9.086401104686641e-05 | -0.00034282238470018084 |  -6.378251313773415e-05 |   0.0019222744113217922 |    0.003676614737631595 |    0.002702290320795747 |  0.00018536220713360346 |  -0.0009228323354244088 | -0.00028044846359404047 |   0.0004066088229651352 |   0.0003415188887099221 |  1.1869825279981263e-06 | -0.00014701122320766663 |
| dataset_N-bkg.spectral.norm16 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    -2.8061617428986e-06 |   5.663674265455907e-06 |  -7.341761440316685e-06 | 1.8753673793873552e-06 |    3.13288365481849e-05 | -1.8514471869065204e-05 | -4.1090380562851416e-05 |   0.0001416959050333655 |    8.21964508493797e-05 | -0.00047104574818926907 |   7.041766949663017e-06 |    0.002702290320795747 |   0.0051057355790843405 |     0.00396834553689529 |    0.000577315039960284 |  -0.0012711363857477347 |  -0.0007031413062208631 |   0.0003315963165061816 |   0.0005417126825276462 |    0.000221024823299772 |
| dataset_N-bkg.spectral.norm17 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.8003666962971326e-06 |  1.1072431754533337e-06 |   4.760259257751975e-06 | -8.921972651655246e-06 |    9.74722442005467e-06 |   3.360623125602831e-05 |  -3.952979874584197e-05 | -3.4189450467563554e-05 |  0.00020012568604444882 |   3.926666909994754e-05 |  -0.0006616607507161838 |  0.00018536220713360346 |     0.00396834553689529 |   0.0073421976067335965 |    0.006026097331792955 |   0.0014068686131876078 |   -0.001621240135769907 |  -0.0013888084560390664 |  -4.471452187981468e-06 |   0.0006458582553152247 |
| dataset_N-bkg.spectral.norm18 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.4295051442891552e-07 | -3.6172763931260668e-06 |   6.239806978192805e-06 | 3.1306237400083165e-06 |  -9.499062924187188e-06 |   2.284133696437236e-05 |    3.36277059458111e-05 |  -6.524264460248457e-05 |  -9.459720964050158e-06 |   0.0002731062085730209 |  -6.308525070108416e-05 |  -0.0009228323354244088 |    0.000577315039960284 |    0.006026097331792955 |    0.010891386401042237 |    0.009467315291578206 |   0.0031688188120675156 |  -0.0017267910661817776 |   -0.002380176458511648 |  -0.0008692393442264355 |
| dataset_N-bkg.spectral.norm19 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -3.817478117841954e-07 |  -2.274092018147582e-06 |  -4.916971427285125e-07 |  9.431636212740649e-06 |  -5.697629087423813e-07 |  -5.596781173809404e-06 |    4.05323640295611e-05 |  2.2906034078880062e-05 |  -9.551457779560431e-05 |  5.0850131687257706e-05 |  0.00035748078193312407 | -0.00028044846359404047 |  -0.0012711363857477347 |   0.0014068686131876078 |    0.009467315291578206 |     0.01662514211521638 |    0.015210952713300844 |    0.006615619399737903 |  -0.0011243249079893108 |  -0.0035425796919638674 |
| dataset_N-bkg.spectral.norm20 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.1694431064588596e-06 |  -5.753532751077478e-08 |  -3.010174394112848e-06 |  4.274684145540017e-06 |  1.0725640369291529e-05 |  -5.916770885896776e-06 |   5.158102867350847e-06 |   5.708400093010642e-05 |  -7.551384837353597e-06 | -0.00011513389252253211 |  0.00016785082287371872 |   0.0004066088229651352 |  -0.0007031413062208631 |   -0.001621240135769907 |   0.0031688188120675156 |    0.015210952713300844 |    0.025730521695422892 |     0.02458751176331539 |    0.013169852943551915 |   0.0016404996582608108 |
| dataset_N-bkg.spectral.norm21 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.8344557288231606e-06 |  -3.091202864525315e-07 |   -8.26968716297818e-07 |  -6.06702769047551e-07 |   9.605327507194132e-06 |   7.547968328651829e-06 |  -8.969366589056593e-06 |  2.4907143247620966e-05 |   6.119525535211895e-05 |   -5.95765781553243e-05 |   -9.56957580368954e-05 |   0.0003415188887099221 |   0.0003315963165061816 |  -0.0013888084560390664 |  -0.0017267910661817776 |    0.006615619399737903 |     0.02458751176331539 |     0.04018778252042734 |     0.04030164711584331 |    0.026157727776070547 |
| dataset_N-bkg.spectral.norm22 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.275710713801746e-06 | -1.4560755932944759e-06 |  1.0256796133681699e-06 | -5.747817633952957e-07 |  3.5925822399739365e-06 |  1.2573348094382403e-05 |   5.886860028023538e-07 | -4.5076035304746075e-06 |  4.8323533993558754e-05 |   3.760570220621453e-05 | -0.00012024499834555024 |  1.1869825279981263e-06 |   0.0005417126825276462 |  -4.471452187981468e-06 |   -0.002380176458511648 |  -0.0011243249079893108 |    0.013169852943551915 |     0.04030164711584331 |     0.06393749053749537 |     0.06686056945752906 |
| dataset_N-bkg.spectral.norm23 |                   0.0 |                    0.0 | 0.0 | 0.0 | 0.0 |                    0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.4654873622511583e-06 | -1.7548102045328965e-06 |   9.906238341437976e-07 | 1.0678124648652455e-06 |   3.872804501769086e-07 |   8.559955721350508e-06 |   9.761722293225178e-06 |  -7.648457292027043e-06 |  1.1709413927338043e-05 |   6.101669033312296e-05 | -2.6239111509868953e-05 | -0.00014701122320766663 |    0.000221024823299772 |   0.0006458582553152247 |  -0.0008692393442264355 |  -0.0035425796919638674 |   0.0016404996582608108 |    0.026157727776070547 |     0.06686056945752906 |     0.10055312456711252 |
