|                   Parameters |                  0 |     1 |   2 |       3 |                  4 |                   5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                     20 |                      21 |                      22 |                      23 |                      24 |                      25 |                     26 |                      27 |                     28 |                      29 |                      30 |                      31 |                      32 |
|  SnHzgt_k-bkg.spectral.norm1 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  SnHzgt_k-bkg.spectral.norm2 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  SnHzgt_k-bkg.spectral.norm3 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  SnHzgt_k-bkg.spectral.norm4 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  0.00040432407336997705 |   0.0006897398283258069 |   0.0002979543548704456 | -0.00016582733605944336 | -0.00013656691136551349 |   5.091049520975559e-05 |  5.8907808529471887e-05 |  1.262251430854544e-05 |    2.99436668000127e-05 |  4.0248044683812163e-05 |   1.028832458421077e-05 | -2.8010879055656484e-06 |   2.086350533023754e-05 |  3.964255933477559e-05 |   3.069069178641695e-05 | 1.5761565299125873e-05 |   1.450640077346381e-05 |  1.9626273717586748e-05 |   1.913749724577467e-05 |  1.3467944471812728e-05 |
|  SnHzgt_k-bkg.spectral.norm5 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   0.0006897398283258069 |   0.0015068932843960942 |    0.001163578657197752 |   9.897543007055337e-05 |  -0.0003098593861869356 |  -3.368428684750946e-05 |  0.00011772879481413227 | 1.0332331016134976e-05 | -2.1531566374649052e-05 |   5.203795380379967e-05 |   5.313958111016954e-05 | -1.3989245681053197e-05 | -1.5455273495889896e-05 | 5.9149258595451014e-05 |   9.045195346087296e-05 | 1.4104420492618748e-05 | -0.00010748745376077938 | -0.00018084948647995982 | -0.00017475588198338684 | -0.00012020236946347755 |
|  SnHzgt_k-bkg.spectral.norm6 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   0.0002979543548704456 |    0.001163578657197752 |   0.0018104406869683478 |   0.0012767828528371518 |  0.00018912215580949726 | -0.00023977867870062872 |  -9.928808857064118e-05 | -9.109681803161132e-05 | -0.00019491198986463276 | -0.00010505282722891832 |  3.1455026983480286e-05 | -2.2184380087072963e-05 | -0.00013432752460192882 | -9.990654861411163e-05 | -1.0397901184672326e-05 | -7.067622222954402e-05 |  -0.0002708902676841103 |  -0.0004247742272746819 |     -0.0004173790351465 | -0.00029345051267540154 |
|  SnHzgt_k-bkg.spectral.norm7 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00016582733605944336 |   9.897543007055337e-05 |   0.0012767828528371518 |    0.002169187503042264 |   0.0015013898807228233 |   0.0001534957068205002 | -0.00037574926711882097 | -0.0002020150857411774 | -0.00015188319863499846 |  -0.0002460845102739984 | -0.00015413125554322244 |  -7.926699503168467e-06 |  -8.778878532676874e-05 | -0.0002975225304637973 | -0.00033947108802549704 |  -0.000142769529669321 |    0.000103570151989352 |  0.00022019963778622354 |   0.0001938449373220173 |  0.00011153854970138012 |
|  SnHzgt_k-bkg.spectral.norm8 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.00013656691136551349 |  -0.0003098593861869356 |  0.00018912215580949726 |   0.0015013898807228233 |   0.0022278413330181985 |   0.0014225650409572805 |  0.00031370228236727183 | 0.00016757044047429167 |   0.0003532865385412892 |   5.864595148965526e-05 | -0.00020562617287418614 |   5.247054054698856e-05 |   0.0002663972926507785 | -3.687404059618933e-05 |  -0.0003120697608887474 | 0.00010995217604622933 |   0.0009944217868961993 |   0.0015751717270728954 |   0.0014927399918465594 |   0.0009997661586949045 |
|  SnHzgt_k-bkg.spectral.norm9 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   5.091049520975559e-05 |  -3.368428684750946e-05 | -0.00023977867870062872 |   0.0001534957068205002 |   0.0014225650409572805 |    0.002385864735314603 |   0.0020936177731728654 |  0.0013119268859221461 |   0.0009249485426446128 |   0.0006527198612607703 |    0.000275914293545675 |   0.0002242402074824201 |   0.0005290846122432393 |  0.0006976257020779603 |   0.0006621456936778632 |  0.0008169534303585023 |   0.0012262674610992303 |   0.0014929757708371694 |   0.0013396133771812425 |   0.0008991686891363637 |
| SnHzgt_k-bkg.spectral.norm10 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  5.8907808529471887e-05 |  0.00011772879481413227 |  -9.928808857064118e-05 | -0.00037574926711882097 |  0.00031370228236727183 |   0.0020936177731728654 |    0.003157362015327441 |   0.002339775591287599 |   0.0010674033341540145 |    0.000804372230060553 |   0.0008804394843760384 |   0.0004884088945525985 |  0.00035107254820919095 |  0.0010818824868648817 |   0.0018206288149653189 |   0.001503072088470067 |   0.0003245623643898408 |  -0.0007101457238952181 |  -0.0010187136001509594 |  -0.0007757932354451722 |
| SnHzgt_k-bkg.spectral.norm11 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.262251430854544e-05 |  1.0332331016134976e-05 |  -9.109681803161132e-05 |  -0.0002020150857411774 |  0.00016757044047429167 |   0.0013119268859221461 |    0.002339775591287599 |  0.0020024120641619074 |   0.0008268237297291866 |   0.0004480053159328321 |   0.0007828881304847767 |   0.0005559100063162978 |  0.00010959747989746229 |  0.0006904586001857634 |   0.0017240779367264098 |  0.0014568123100560562 |  -0.0003218066415444785 |   -0.002068981157706202 |   -0.002557289415875776 |  -0.0019471999312435618 |
| SnHzgt_k-bkg.spectral.norm12 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    2.99436668000127e-05 | -2.1531566374649052e-05 | -0.00019491198986463276 | -0.00015188319863499846 |   0.0003532865385412892 |   0.0009249485426446128 |   0.0010674033341540145 |  0.0008268237297291866 |   0.0004867196444757472 |  0.00025412757922043235 |  0.00023262860819380082 |   0.0002513620987987481 |  0.00017244839006952894 |   0.000271263811656145 |   0.0006307870195761136 |  0.0007113596066494269 |  0.00014763990478865445 |  -0.0006415115858949891 |  -0.0010307481562524205 |  -0.0008956261068384926 |
| SnHzgt_k-bkg.spectral.norm13 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  4.0248044683812163e-05 |   5.203795380379967e-05 | -0.00010505282722891832 |  -0.0002460845102739984 |   5.864595148965526e-05 |   0.0006527198612607703 |    0.000804372230060553 |  0.0004480053159328321 |  0.00025412757922043235 |  0.00029605278488455263 |  0.00015371539030890763 |  1.1640117712057802e-05 |  0.00018189471751579612 |  0.0003453358595159642 |    0.000251162374184141 | 0.00020249566097121753 |  0.00040889253029419734 |   0.0006353462529888911 |   0.0006306502774949376 |  0.00043373126709044614 |
| SnHzgt_k-bkg.spectral.norm14 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.028832458421077e-05 |   5.313958111016954e-05 |  3.1455026983480286e-05 | -0.00015413125554322244 | -0.00020562617287418614 |    0.000275914293545675 |   0.0008804394843760384 |  0.0007828881304847767 |  0.00023262860819380082 |  0.00015371539030890763 |   0.0003773174529305099 |  0.00018686555525181434 | -3.7576868600958785e-05 |  0.0003246887806780072 |   0.0007343578633734743 |  0.0004422612815609318 |  -0.0002802965193388253 |  -0.0007131635281888827 |  -0.0006512072435738072 | -0.00037279754814905275 |
| SnHzgt_k-bkg.spectral.norm15 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.8010879055656484e-06 | -1.3989245681053197e-05 | -2.2184380087072963e-05 |  -7.926699503168467e-06 |   5.247054054698856e-05 |   0.0002242402074824201 |   0.0004884088945525985 |  0.0005559100063162978 |   0.0002513620987987481 |  1.1640117712057802e-05 |  0.00018686555525181434 |   0.0002708685730967908 | -2.5155628637527818e-05 | 1.0953694265276276e-05 |     0.00057754479526507 |  0.0006250677385217878 |  -0.0004000834465315799 |  -0.0016083652609000425 |  -0.0019851958906122453 |   -0.001524765313153119 |
| SnHzgt_k-bkg.spectral.norm16 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.086350533023754e-05 | -1.5455273495889896e-05 | -0.00013432752460192882 |  -8.778878532676874e-05 |   0.0002663972926507785 |   0.0005290846122432393 |  0.00035107254820919095 | 0.00010959747989746229 |  0.00017244839006952894 |  0.00018189471751579612 | -3.7576868600958785e-05 | -2.5155628637527818e-05 |  0.00019780168032431143 | 0.00011754065314532751 |   -7.32646613022758e-05 | 0.00013628245540744767 |   0.0004855584230952866 |   0.0004414050028045994 |   7.983278938927491e-05 | -0.00019156530745638225 |
| SnHzgt_k-bkg.spectral.norm17 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   3.964255933477559e-05 |  5.9149258595451014e-05 |  -9.990654861411163e-05 |  -0.0002975225304637973 |  -3.687404059618933e-05 |   0.0006976257020779603 |   0.0010818824868648817 |  0.0006904586001857634 |    0.000271263811656145 |   0.0003453358595159642 |   0.0003246887806780072 |  1.0953694265276276e-05 |  0.00011754065314532751 |  0.0005587119802789912 |   0.0004729210881758365 |  9.335226008673196e-05 |  0.00037204111049249974 |   0.0011853581717865844 |   0.0016075227391091152 |   0.0013194500950017443 |
| SnHzgt_k-bkg.spectral.norm18 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   3.069069178641695e-05 |   9.045195346087296e-05 | -1.0397901184672326e-05 | -0.00033947108802549704 |  -0.0003120697608887474 |   0.0006621456936778632 |   0.0018206288149653189 |  0.0017240779367264098 |   0.0006307870195761136 |    0.000251162374184141 |   0.0007343578633734743 |     0.00057754479526507 |   -7.32646613022758e-05 |  0.0004729210881758365 |   0.0017278511296193344 |  0.0013193440164523198 |  -0.0009149375863319465 |  -0.0026557751640810035 |   -0.002571377584868253 |  -0.0014659704553110341 |
| SnHzgt_k-bkg.spectral.norm19 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.5761565299125873e-05 |  1.4104420492618748e-05 |  -7.067622222954402e-05 |   -0.000142769529669321 |  0.00010995217604622933 |   0.0008169534303585023 |    0.001503072088470067 |  0.0014568123100560562 |   0.0007113596066494269 |  0.00020249566097121753 |   0.0004422612815609318 |   0.0006250677385217878 |  0.00013628245540744767 |  9.335226008673196e-05 |   0.0013193440164523198 |  0.0018441726556451276 |   -0.000579197245137632 |   -0.004546061598675071 |   -0.006605165787617592 |   -0.005627740805777185 |
| SnHzgt_k-bkg.spectral.norm20 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.450640077346381e-05 | -0.00010748745376077938 |  -0.0002708902676841103 |    0.000103570151989352 |   0.0009944217868961993 |   0.0012262674610992303 |   0.0003245623643898408 | -0.0003218066415444785 |  0.00014763990478865445 |  0.00040889253029419734 |  -0.0002802965193388253 |  -0.0004000834465315799 |   0.0004855584230952866 | 0.00037204111049249974 |  -0.0009149375863319465 |  -0.000579197245137632 |   0.0019819189447634025 |    0.003618640207292998 |     0.00242812073737266 |  0.00013630855537309142 |
| SnHzgt_k-bkg.spectral.norm21 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.9626273717586748e-05 | -0.00018084948647995982 |  -0.0004247742272746819 |  0.00022019963778622354 |   0.0015751717270728954 |   0.0014929757708371694 |  -0.0007101457238952181 |  -0.002068981157706202 |  -0.0006415115858949891 |   0.0006353462529888911 |  -0.0007131635281888827 |  -0.0016083652609000425 |   0.0004414050028045994 |  0.0011853581717865844 |  -0.0026557751640810035 |  -0.004546061598675071 |    0.003618640207292998 |     0.01793818303378394 |      0.0262621393524303 |    0.023184901310525988 |
| SnHzgt_k-bkg.spectral.norm22 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   1.913749724577467e-05 | -0.00017475588198338684 |     -0.0004173790351465 |   0.0001938449373220173 |   0.0014927399918465594 |   0.0013396133771812425 |  -0.0010187136001509594 |  -0.002557289415875776 |  -0.0010307481562524205 |   0.0006306502774949376 |  -0.0006512072435738072 |  -0.0019851958906122453 |   7.983278938927491e-05 |  0.0016075227391091152 |   -0.002571377584868253 |  -0.006605165787617592 |     0.00242812073737266 |      0.0262621393524303 |    0.049345702113394986 |    0.055166412763124124 |
| SnHzgt_k-bkg.spectral.norm23 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.3467944471812728e-05 | -0.00012020236946347755 | -0.00029345051267540154 |  0.00011153854970138012 |   0.0009997661586949045 |   0.0008991686891363637 |  -0.0007757932354451722 | -0.0019471999312435618 |  -0.0008956261068384926 |  0.00043373126709044614 | -0.00037279754814905275 |   -0.001524765313153119 | -0.00019156530745638225 |  0.0013194500950017443 |  -0.0014659704553110341 |  -0.005627740805777185 |  0.00013630855537309142 |    0.023184901310525988 |    0.055166412763124124 |     0.07656339546709529 |
