|                   Parameters |                  0 |     1 |   2 |       3 |                  4 |                   5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                     24 |                     25 |                      26 |                     27 |                      28 |                      29 |                      30 |                      31 |                      32 |
|  GkHfcAnX-bkg.spectral.norm1 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  GkHfcAnX-bkg.spectral.norm2 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  GkHfcAnX-bkg.spectral.norm3 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                    0.0 |                    0.0 |                     0.0 |                    0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  GkHfcAnX-bkg.spectral.norm4 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  0.00010181582964850264 |  0.00011279255764689138 |  -9.316164446865901e-06 | -3.6803664075044994e-05 |  1.6855854071855458e-05 |   9.749132584002734e-06 | -1.3532197071646339e-05 | -1.6639584376637515e-07 |    6.12021483256633e-06 |  -3.943144261671457e-06 | -2.9880242117025006e-06 |  3.844688559560283e-06 | 1.6090365917445882e-06 | -2.3069941267126306e-06 | 1.1072331913556628e-06 |   5.471026114114742e-06 |  2.9913441863118356e-06 | -2.5755825704608482e-06 |  -2.632610555589923e-06 |   4.109918532625803e-06 |
|  GkHfcAnX-bkg.spectral.norm5 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  0.00011279255764689138 |   0.0002061120741696547 |   9.996397032233525e-05 |   -3.26359245839323e-05 | -1.7854109085731125e-05 |    2.16689772504069e-05 |  4.2446861343939695e-07 | -1.1302227693091318e-05 |  1.1100663442350725e-06 |  2.9450196022940004e-07 |  -4.771026348659008e-06 | 1.1658985147818644e-06 |  5.332215617255344e-06 |  1.8800342070617892e-06 |  3.466146332967303e-07 |   2.873012518940167e-06 |   3.289587896968942e-06 |  1.6625344026430842e-06 |   3.846126866941969e-06 |  1.0331327944738798e-05 |
|  GkHfcAnX-bkg.spectral.norm6 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -9.316164446865901e-06 |   9.996397032233525e-05 |  0.00022783198247790123 |  0.00013365450387782884 |   -3.16491842225479e-05 | -2.8505928581655598e-05 |   2.622785831026001e-05 |   5.334365743650302e-06 | -1.1649727882087552e-05 |   7.728391817114474e-06 |   7.856048952002032e-06 | -8.399783597992781e-06 | -6.229325503759149e-06 |  3.0540968296832925e-06 | -3.289164842771948e-06 | -1.3396449826753938e-05 |   -7.88958699432196e-06 |   4.626655187742528e-06 |  2.9459046653635037e-06 | -1.4466260583150013e-05 |
|  GkHfcAnX-bkg.spectral.norm7 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -3.6803664075044994e-05 |   -3.26359245839323e-05 |  0.00013365450387782884 |  0.00027108295166499054 |  0.00014286238888367928 |  -4.167113331835708e-05 | -3.4520227075632076e-05 |  2.9088993389867913e-05 |  1.2280107931587754e-05 |  -7.725803946783531e-06 |     6.6153292078302e-06 |  5.357338130496206e-06 | -1.149013386268202e-05 | -1.1479460955672217e-05 |  8.061903044830692e-07 |   4.802554509122612e-06 | -1.6895702235257906e-06 | -1.1312725994046438e-05 | -1.9748692741566165e-05 | -2.3585810342260367e-05 |
|  GkHfcAnX-bkg.spectral.norm8 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.6855854071855458e-05 | -1.7854109085731125e-05 |   -3.16491842225479e-05 |  0.00014286238888367928 |  0.00030318462981001774 |  0.00016604716659293574 |  -4.260021217076741e-05 |  -4.222406585546214e-05 |  1.6011625747414916e-05 | -1.3189466433579757e-05 |  -2.457268851749659e-05 |  1.753292381710428e-05 | 2.6313449332073865e-05 |  2.7624360567749245e-06 |  9.764173163602757e-06 |  3.3246827243650195e-05 |  2.2539916225750917e-05 |  -5.435386697475857e-06 |  5.5106762497892765e-06 |   5.891352942652682e-05 |
|  GkHfcAnX-bkg.spectral.norm9 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   9.749132584002734e-06 |    2.16689772504069e-05 | -2.8505928581655598e-05 |  -4.167113331835708e-05 |  0.00016604716659293574 |  0.00036537137091170453 |  0.00021746212148414888 |  -4.155914854098836e-05 |  -5.721631008070889e-05 |  2.6730004938869216e-05 |  1.7130799998912546e-06 | -3.313740929641259e-05 |  9.095078179415836e-06 |  3.5350623839532575e-05 | -9.587766767672901e-06 | -5.0682628617159804e-05 | -2.0972613400075594e-05 |   4.427453855672459e-05 |   6.840022448376716e-05 |   3.082877613606565e-05 |
| GkHfcAnX-bkg.spectral.norm10 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.3532197071646339e-05 |  4.2446861343939695e-07 |   2.622785831026001e-05 | -3.4520227075632076e-05 |  -4.260021217076741e-05 |  0.00021746212148414888 |   0.0004463809591882582 |  0.00028115721416027196 |   3.663602190731936e-05 |   5.138257512366388e-05 |   7.715995556479179e-05 | -5.239305682302102e-05 | -0.0001138642260154792 | -5.6907517216763046e-05 | -6.416815450703961e-05 | -0.00011391453301684834 |  -4.767908257526329e-05 |   5.676035644866487e-05 | -2.7873844987235597e-05 |   -0.000300949511275636 |
| GkHfcAnX-bkg.spectral.norm11 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.6639584376637515e-07 | -1.1302227693091318e-05 |   5.334365743650302e-06 |  2.9088993389867913e-05 |  -4.222406585546214e-05 |  -4.155914854098836e-05 |  0.00028115721416027196 |   0.0005804162990112914 |  0.00039971414776549414 |   6.659275673244743e-05 |    3.57069775412341e-05 |  7.988027214845126e-05 | -7.393607593460086e-05 | -0.00019640479274237601 | -6.263596567361304e-05 |    0.000168111365924802 |  0.00023741355860855987 |   7.428247142257309e-05 | -0.00022218431676718803 |  -0.0004828379018739393 |
| GkHfcAnX-bkg.spectral.norm12 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    6.12021483256633e-06 |  1.1100663442350725e-06 | -1.1649727882087552e-05 |  1.2280107931587754e-05 |  1.6011625747414916e-05 |  -5.721631008070889e-05 |   3.663602190731936e-05 |  0.00039971414776549414 |   0.0005080394022087892 |   0.0001474474613076291 | -2.6967883107637637e-05 |  0.0002026616454151061 |  0.0002273261506566872 |  5.0787636547231765e-06 | 0.00014120235369353493 |   0.0005771410329151271 |   0.0006564905676777985 |   0.0002727559932229731 |  -5.813845162558616e-05 |  -3.506786626517301e-05 |
| GkHfcAnX-bkg.spectral.norm13 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -3.943144261671457e-06 |  2.9450196022940004e-07 |   7.728391817114474e-06 |  -7.725803946783531e-06 | -1.3189466433579757e-05 |  2.6730004938869216e-05 |   5.138257512366388e-05 |   6.659275673244743e-05 |   0.0001474474613076291 |   0.0001846223492625824 |   0.0001151314709665952 | 0.00015662195579747872 | 0.00035222354311624315 |  0.00047442895158990853 |  0.0004998165789838009 |   0.0005403377623587189 |   0.0005420656807822881 |   0.0004731110407281423 |  0.00045112329280812974 |   0.0005081306176415889 |
| GkHfcAnX-bkg.spectral.norm14 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.9880242117025006e-06 |  -4.771026348659008e-06 |   7.856048952002032e-06 |     6.6153292078302e-06 |  -2.457268851749659e-05 |  1.7130799998912546e-06 |   7.715995556479179e-05 |    3.57069775412341e-05 | -2.6967883107637637e-05 |   0.0001151314709665952 |  0.00022559626784620377 | 0.00011416009774783694 |  0.0002025552082499254 |    0.000588903916400283 |  0.0006624026968605349 |  0.00028981414134242464 |  0.00010221713685485626 |   0.0003683895937282556 |   0.0006283191798478484 |   0.0004959501851125444 |
| GkHfcAnX-bkg.spectral.norm15 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   3.844688559560283e-06 |  1.1658985147818644e-06 |  -8.399783597992781e-06 |   5.357338130496206e-06 |   1.753292381710428e-05 |  -3.313740929641259e-05 |  -5.239305682302102e-05 |   7.988027214845126e-05 |   0.0002026616454151061 |  0.00015662195579747872 |  0.00011416009774783694 | 0.00020488745921619188 |  0.0003345026284701384 |   0.0004816966641592329 |  0.0006064885045612392 |   0.0005548387295512194 |   0.0003951371674818007 |  0.00037484483194840214 |   0.0004877091704178811 |   0.0005048107152356849 |
| GkHfcAnX-bkg.spectral.norm16 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.6090365917445882e-06 |   5.332215617255344e-06 |  -6.229325503759149e-06 |  -1.149013386268202e-05 |  2.6313449332073865e-05 |   9.095078179415836e-06 |  -0.0001138642260154792 |  -7.393607593460086e-05 |   0.0002273261506566872 |  0.00035222354311624315 |   0.0002025552082499254 |  0.0003345026284701384 |   0.000796250505451421 |   0.0010484734156415557 |  0.0010762947762769938 |   0.0011489691634221787 |   0.0011212215997334755 |   0.0009561274697695833 |   0.0009921416038070916 |   0.0012685789153249712 |
| GkHfcAnX-bkg.spectral.norm17 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.3069941267126306e-06 |  1.8800342070617892e-06 |  3.0540968296832925e-06 | -1.1479460955672217e-05 |  2.7624360567749245e-06 |  3.5350623839532575e-05 | -5.6907517216763046e-05 | -0.00019640479274237601 |  5.0787636547231765e-06 |  0.00047442895158990853 |    0.000588903916400283 |  0.0004816966641592329 |  0.0010484734156415557 |    0.002067652755875014 |   0.002233044573326069 |   0.0014199783241729837 |   0.0009333251150757449 |    0.001423549560516109 |   0.0021277770330669597 |    0.002156192296427183 |
| GkHfcAnX-bkg.spectral.norm18 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1072331913556628e-06 |   3.466146332967303e-07 |  -3.289164842771948e-06 |   8.061903044830692e-07 |   9.764173163602757e-06 |  -9.587766767672901e-06 |  -6.416815450703961e-05 |  -6.263596567361304e-05 |  0.00014120235369353493 |   0.0004998165789838009 |   0.0006624026968605349 |  0.0006064885045612392 |  0.0010762947762769938 |    0.002233044573326069 |  0.0026489115560262293 |   0.0015426225019299163 |   0.0005849698898784441 |   0.0012682495576981064 |   0.0024068596928296256 |   0.0021960316261945656 |
| GkHfcAnX-bkg.spectral.norm19 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   5.471026114114742e-06 |   2.873012518940167e-06 | -1.3396449826753938e-05 |   4.802554509122612e-06 |  3.3246827243650195e-05 | -5.0682628617159804e-05 | -0.00011391453301684834 |    0.000168111365924802 |   0.0005771410329151271 |   0.0005403377623587189 |  0.00028981414134242464 |  0.0005548387295512194 |  0.0011489691634221787 |   0.0014199783241729837 |  0.0015426225019299163 |    0.001817770141156018 |   0.0018214958958644178 |   0.0014384978713534056 |   0.0013100675491175826 |    0.001639145706644924 |
| GkHfcAnX-bkg.spectral.norm20 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  2.9913441863118356e-06 |   3.289587896968942e-06 |   -7.88958699432196e-06 | -1.6895702235257906e-06 |  2.2539916225750917e-05 | -2.0972613400075594e-05 |  -4.767908257526329e-05 |  0.00023741355860855987 |   0.0006564905676777985 |   0.0005420656807822881 |  0.00010221713685485626 |  0.0003951371674818007 |  0.0011212215997334755 |   0.0009333251150757449 |  0.0005849698898784441 |   0.0018214958958644178 |   0.0031756230149685353 |    0.002155324538893774 |  0.00045919161421085727 |   0.0013593451498683162 |
| GkHfcAnX-bkg.spectral.norm21 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -2.5755825704608482e-06 |  1.6625344026430842e-06 |   4.626655187742528e-06 | -1.1312725994046438e-05 |  -5.435386697475857e-06 |   4.427453855672459e-05 |   5.676035644866487e-05 |   7.428247142257309e-05 |   0.0002727559932229731 |   0.0004731110407281423 |   0.0003683895937282556 | 0.00037484483194840214 |  0.0009561274697695833 |    0.001423549560516109 |  0.0012682495576981064 |   0.0014384978713534056 |    0.002155324538893774 |    0.002015091322471971 |   0.0011527016587013035 |   0.0016237048158050421 |
| GkHfcAnX-bkg.spectral.norm22 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -2.632610555589923e-06 |   3.846126866941969e-06 |  2.9459046653635037e-06 | -1.9748692741566165e-05 |  5.5106762497892765e-06 |   6.840022448376716e-05 | -2.7873844987235597e-05 | -0.00022218431676718803 |  -5.813845162558616e-05 |  0.00045112329280812974 |   0.0006283191798478484 |  0.0004877091704178811 |  0.0009921416038070916 |   0.0021277770330669597 |  0.0024068596928296256 |   0.0013100675491175826 |  0.00045919161421085727 |   0.0011527016587013035 |   0.0022998314388941576 |   0.0021385639189647186 |
| GkHfcAnX-bkg.spectral.norm23 |                0.0 |   0.0 | 0.0 |     0.0 |                0.0 |                 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.109918532625803e-06 |  1.0331327944738798e-05 | -1.4466260583150013e-05 | -2.3585810342260367e-05 |   5.891352942652682e-05 |   3.082877613606565e-05 |   -0.000300949511275636 |  -0.0004828379018739393 |  -3.506786626517301e-05 |   0.0005081306176415889 |   0.0004959501851125444 |  0.0005048107152356849 |  0.0012685789153249712 |    0.002156192296427183 |  0.0021960316261945656 |    0.001639145706644924 |   0.0013593451498683162 |   0.0016237048158050421 |   0.0021385639189647186 |   0.0025390804067306947 |
