|                    Parameters |                     0 |                     1 |   2 |   3 |   4 |                     5 |   6 |   7 |   8 |   9 |  10 |  11 |  12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |                      29 |                      30 |                      31 |                      32 |
|  dataset_N-bkg.spectral.norm1 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm2 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm3 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |
|  dataset_N-bkg.spectral.norm4 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |     0.00520302197626556 |   0.0014124710082687566 |  -0.0001261218786617028 |  -6.144329922346927e-05 |   4.396736108719369e-05 | -1.4015878723195045e-05 |  -1.220917975474354e-06 |  5.5610768621135635e-06 | -4.4161764983215424e-06 |  1.8462865256954042e-06 |   2.401776181109669e-07 |  -1.199672651226226e-06 |  1.1734736129718088e-06 |  -5.852758248923008e-07 | -1.3408077573741476e-07 |    6.43400912181624e-07 |  -7.365509385649824e-07 |   2.129650244921572e-07 |  1.0522364433457413e-06 | -1.6522887589927731e-06 |
|  dataset_N-bkg.spectral.norm5 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   0.0014124710082687566 |    0.001140523959359344 |  0.00032370444708103893 |  -5.499431875411409e-05 |  -7.741314824448167e-06 |  1.4200056151193544e-05 |  -7.905304467143232e-06 |  1.9159458964639523e-06 |  1.2667647126281488e-06 | -1.9841209518366658e-06 |    1.38918082823103e-06 | -4.2397924095552687e-07 | -3.2435332729320285e-07 |   6.363218439374203e-07 |  -5.321985363343784e-07 |   1.485895376312433e-07 |  3.2840979631550073e-07 |  -6.870809793839525e-07 |   4.488146556440683e-07 |  2.2844404075259726e-06 |
|  dataset_N-bkg.spectral.norm6 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -0.0001261218786617028 |  0.00032370444708103893 |  0.00034217943809745736 |   8.487548720013615e-05 | -2.6235349233724993e-05 |  2.9215179472028304e-06 |   3.905275397124931e-06 |  -3.907616279839877e-06 |  1.9865402025444926e-06 |   -2.28334374747954e-07 |  -6.947904983812028e-07 |   8.428785761969758e-07 |   -5.23636899297327e-07 |   6.744536603790794e-08 |   2.903606495012735e-07 |  -4.210650454372152e-07 |  2.7579488302491536e-07 |  1.5472119241172118e-07 |  -7.906345093327114e-07 | -4.9315588751256474e-08 |
|  dataset_N-bkg.spectral.norm7 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -6.144329922346927e-05 |  -5.499431875411409e-05 |   8.487548720013615e-05 |  0.00012072687738085599 |  3.0320688271592278e-05 | -1.2236328638941006e-05 |  2.5992841345474896e-06 |  1.3121458912072114e-06 |  -2.001946187395972e-06 |  1.3177152619664139e-06 | -3.7622957461454757e-07 |  -2.822465357101968e-07 |   5.197783720271871e-07 |  -4.138788627154143e-07 |     1.2710998131643e-07 |  1.7878848391249232e-07 |  -3.661211655964005e-07 |  3.0142269574008534e-07 |  2.3134596625463406e-07 | -1.3140383738967576e-06 |
|  dataset_N-bkg.spectral.norm8 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   4.396736108719369e-05 |  -7.741314824448167e-06 | -2.6235349233724993e-05 |  3.0320688271592278e-05 |   5.570946094831044e-05 |  1.4358181441229808e-05 |  -6.810762335270212e-06 |  1.9046205857046365e-06 |   5.308201553672961e-07 | -1.2105516968627183e-06 |   9.395172058716612e-07 | -3.5676919801495806e-07 |  -1.407063086535706e-07 |   3.830606874686961e-07 |  -3.574635352437125e-07 |  1.3711512446931197e-07 |   1.723186255754431e-07 |  -4.359138662127781e-07 |   3.675361394730156e-07 |  1.4212496809713332e-06 |
|  dataset_N-bkg.spectral.norm9 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.4015878723195045e-05 |  1.4200056151193544e-05 |  2.9215179472028304e-06 | -1.2236328638941006e-05 |  1.4358181441229808e-05 |   3.179564732762467e-05 |   8.458306449364073e-06 |  -4.487313996621292e-06 |   1.474936045922661e-06 |  2.5493497366728743e-07 |   -8.67908948717128e-07 |   7.576062714568021e-07 | -3.3335742354008704e-07 |  -9.375255219364586e-08 |   3.463643871455865e-07 |  -3.588808159630822e-07 |  1.3637651373922602e-07 |    2.77572170916494e-07 |  -7.139923122478102e-07 |  -5.694846055241972e-07 |
| dataset_N-bkg.spectral.norm10 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.220917975474354e-06 |  -7.905304467143232e-06 |   3.905275397124931e-06 |  2.5992841345474896e-06 |  -6.810762335270212e-06 |   8.458306449364073e-06 |  2.1298975418203865e-05 |   5.859092073652396e-06 | -3.3696240335580043e-06 |  1.2277326103244956e-06 |   1.488052763898986e-07 |  -7.188781965634777e-07 |   6.824587614733397e-07 |  -3.249443738611223e-07 |  -9.200969974951225e-08 |    3.79824162758988e-07 |  -4.167528884616347e-07 |  1.0722450709176382e-07 |   6.423879811347499e-07 |  -8.555243568146311e-07 |
| dataset_N-bkg.spectral.norm11 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  5.5610768621135635e-06 |  1.9159458964639523e-06 |  -3.907616279839877e-06 |  1.3121458912072114e-06 |  1.9046205857046365e-06 |  -4.487313996621292e-06 |   5.859092073652396e-06 |   1.618236973323175e-05 |   4.598717865611456e-06 | -2.8140574671933627e-06 |   1.101190963264278e-06 |  1.0967372575455238e-07 |    -6.7543234266502e-07 |   6.826517786236439e-07 | -3.3695641250494856e-07 |  -1.307392352114268e-07 |   5.082702705909134e-07 |  -5.720150305167662e-07 |  -7.093429076405699e-08 |   2.245773386732027e-06 |
| dataset_N-bkg.spectral.norm12 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -4.4161764983215424e-06 |  1.2667647126281488e-06 |  1.9865402025444926e-06 |  -2.001946187395972e-06 |   5.308201553672961e-07 |   1.474936045922661e-06 | -3.3696240335580043e-06 |   4.598717865611456e-06 |  1.3631739530196911e-05 |  4.0063499082446285e-06 |  -2.580381240372323e-06 |  1.0631600880588153e-06 |  1.0864622843163187e-07 |   -7.17853866906061e-07 |   7.604905011438117e-07 | -3.7014763329815476e-07 |  -2.563064571766496e-07 |    8.65495589386638e-07 |  -8.921693685017851e-07 |  -2.704974878511331e-06 |
| dataset_N-bkg.spectral.norm13 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.8462865256954042e-06 | -1.9841209518366658e-06 |   -2.28334374747954e-07 |  1.3177152619664139e-06 | -1.2105516968627183e-06 |  2.5493497366728743e-07 |  1.2277326103244956e-06 | -2.8140574671933627e-06 |  4.0063499082446285e-06 |  1.2553424005050984e-05 |   3.831226606112189e-06 |  -2.580733953105728e-06 |  1.1026393833355609e-06 |   1.460290973875661e-07 |  -8.665410603804164e-07 |   9.465967371418706e-07 |  -4.065199112632847e-07 |  -6.538480701566034e-07 |  1.8402932550554243e-06 |  1.2445140340196175e-06 |
| dataset_N-bkg.spectral.norm14 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.401776181109669e-07 |    1.38918082823103e-06 |  -6.947904983812028e-07 | -3.7622957461454757e-07 |   9.395172058716612e-07 |   -8.67908948717128e-07 |   1.488052763898986e-07 |   1.101190963264278e-06 |  -2.580381240372323e-06 |   3.831226606112189e-06 |   1.255564543451652e-05 |   4.005768190221333e-06 | -2.8143083282438252e-06 |  1.2311710530058976e-06 |  2.4565507674067364e-07 | -1.1988437646292174e-06 |  1.3270376437744374e-06 | -3.5864348386152353e-07 |  -1.994855440300562e-06 |  2.7230411424416552e-06 |
| dataset_N-bkg.spectral.norm15 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.199672651226226e-06 | -4.2397924095552687e-07 |   8.428785761969758e-07 |  -2.822465357101968e-07 | -3.5676919801495806e-07 |   7.576062714568021e-07 |  -7.188781965634777e-07 |  1.0967372575455238e-07 |  1.0631600880588153e-06 |  -2.580733953105728e-06 |   4.005768190221333e-06 |  1.3640743568879075e-05 |   4.595771560998087e-06 |  -3.371512809081321e-06 |  1.4918081802949295e-06 |   4.890625345246418e-07 | -1.9589253025638195e-06 |  2.1705494734161596e-06 |   3.112222170661457e-07 |  -8.447121775312001e-06 |
| dataset_N-bkg.spectral.norm16 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.1734736129718088e-06 | -3.2435332729320285e-07 |   -5.23636899297327e-07 |   5.197783720271871e-07 |  -1.407063086535706e-07 | -3.3335742354008704e-07 |   6.824587614733397e-07 |    -6.7543234266502e-07 |  1.0864622843163187e-07 |  1.1026393833355609e-06 | -2.8143083282438252e-06 |   4.595771560998087e-06 |  1.6203974032013243e-05 |   5.856128135575067e-06 |   -4.50573207430066e-06 |   1.969868881069384e-06 |   1.189529299478675e-06 |  -4.023892983981778e-06 |   4.053845006518426e-06 |  1.2465171353122031e-05 |
| dataset_N-bkg.spectral.norm17 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -5.852758248923008e-07 |   6.363218439374203e-07 |   6.744536603790794e-08 |  -4.138788627154143e-07 |   3.830606874686961e-07 |  -9.375255219364586e-08 |  -3.249443738611223e-07 |   6.826517786236439e-07 |   -7.17853866906061e-07 |   1.460290973875661e-07 |  1.2311710530058976e-06 |  -3.371512809081321e-06 |   5.856128135575067e-06 |    2.13471369011753e-05 |   8.460695225928168e-06 |  -6.862602366613907e-06 |   2.771976652659428e-06 |   3.662582590223639e-06 | -1.0497470119398786e-05 |    -6.9158643766394e-06 |
| dataset_N-bkg.spectral.norm18 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.3408077573741476e-07 |  -5.321985363343784e-07 |   2.903606495012735e-07 |     1.2710998131643e-07 |  -3.574635352437125e-07 |   3.463643871455865e-07 |  -9.200969974951225e-08 | -3.3695641250494856e-07 |   7.604905011438117e-07 |  -8.665410603804164e-07 |  2.4565507674067364e-07 |  1.4918081802949295e-06 |   -4.50573207430066e-06 |   8.460695225928168e-06 |   3.196434223806751e-05 |  1.4305212704464823e-05 | -1.2330355982483294e-05 |   3.868394182615188e-06 |  1.3980121150643015e-05 |  -2.144873313580489e-05 |
| dataset_N-bkg.spectral.norm19 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |    6.43400912181624e-07 |   1.485895376312433e-07 |  -4.210650454372152e-07 |  1.7878848391249232e-07 |  1.3711512446931197e-07 |  -3.588808159630822e-07 |    3.79824162758988e-07 |  -1.307392352114268e-07 | -3.7014763329815476e-07 |   9.465967371418706e-07 | -1.1988437646292174e-06 |   4.890625345246418e-07 |   1.969868881069384e-06 |  -6.862602366613907e-06 |  1.4305212704464823e-05 |  5.6529514030618865e-05 |  3.0007388361936132e-05 | -2.8216375007719683e-05 |   2.512886176857152e-06 |   8.620122265569607e-05 |
| dataset_N-bkg.spectral.norm20 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  -7.365509385649824e-07 |  3.2840979631550073e-07 |  2.7579488302491536e-07 |  -3.661211655964005e-07 |   1.723186255754431e-07 |  1.3637651373922602e-07 |  -4.167528884616347e-07 |   5.082702705909134e-07 |  -2.563064571766496e-07 |  -4.065199112632847e-07 |  1.3270376437744374e-06 | -1.9589253025638195e-06 |   1.189529299478675e-06 |   2.771976652659428e-06 | -1.2330355982483294e-05 |  3.0007388361936132e-05 |  0.00012481366781231203 |   8.683447280303177e-05 |  -8.877759584110468e-05 |  -0.0001597020595839439 |
| dataset_N-bkg.spectral.norm21 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |   2.129650244921572e-07 |  -6.870809793839525e-07 |  1.5472119241172118e-07 |  3.0142269574008534e-07 |  -4.359138662127781e-07 |    2.77572170916494e-07 |  1.0722450709176382e-07 |  -5.720150305167662e-07 |    8.65495589386638e-07 |  -6.538480701566034e-07 | -3.5864348386152353e-07 |  2.1705494734161596e-06 |  -4.023892983981778e-06 |   3.662582590223639e-06 |   3.868394182615188e-06 | -2.8216375007719683e-05 |   8.683447280303177e-05 |   0.0003780933579671551 |   0.0003903409226413831 | -0.00010057687723564665 |
| dataset_N-bkg.spectral.norm22 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  1.0522364433457413e-06 |   4.488146556440683e-07 |  -7.906345093327114e-07 |  2.3134596625463406e-07 |   3.675361394730156e-07 |  -7.139923122478102e-07 |   6.423879811347499e-07 |  -7.093429076405699e-08 |  -8.921693685017851e-07 |  1.8402932550554243e-06 |  -1.994855440300562e-06 |   3.112222170661457e-07 |   4.053845006518426e-06 | -1.0497470119398786e-05 |  1.3980121150643015e-05 |   2.512886176857152e-06 |  -8.877759584110468e-05 |   0.0003903409226413831 |    0.001940649426304892 |   0.0034936153854009146 |
| dataset_N-bkg.spectral.norm23 |                   0.0 |                   0.0 | 0.0 | 0.0 | 0.0 |                   0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | -1.6522887589927731e-06 |  2.2844404075259726e-06 | -4.9315588751256474e-08 | -1.3140383738967576e-06 |  1.4212496809713332e-06 |  -5.694846055241972e-07 |  -8.555243568146311e-07 |   2.245773386732027e-06 |  -2.704974878511331e-06 |  1.2445140340196175e-06 |  2.7230411424416552e-06 |  -8.447121775312001e-06 |  1.2465171353122031e-05 |    -6.9158643766394e-06 |  -2.144873313580489e-05 |   8.620122265569607e-05 |  -0.0001597020595839439 | -0.00010057687723564665 |   0.0034936153854009146 |    0.011443967325334004 |
